,value,percentage,datetime,tipo_energia,comunidad,id_comunidad
9070,550.568,1.0,2014-11-15T00:00:00.000+01:00,No renovable,Ceuta,8744
9071,520.964,1.0,2014-11-16T00:00:00.000+01:00,No renovable,Ceuta,8744
9072,599.421,1.0,2014-11-17T00:00:00.000+01:00,No renovable,Ceuta,8744
9073,593.516,1.0,2014-11-18T00:00:00.000+01:00,No renovable,Ceuta,8744
9074,589.373,1.0,2014-11-19T00:00:00.000+01:00,No renovable,Ceuta,8744
9075,618.281,1.0,2014-11-20T00:00:00.000+01:00,No renovable,Ceuta,8744
9076,601.095,1.0,2014-11-21T00:00:00.000+01:00,No renovable,Ceuta,8744
9077,556.341,1.0,2014-11-22T00:00:00.000+01:00,No renovable,Ceuta,8744
9078,533.898,1.0,2014-11-23T00:00:00.000+01:00,No renovable,Ceuta,8744
9079,614.731,1.0,2014-11-24T00:00:00.000+01:00,No renovable,Ceuta,8744
9080,606.3,1.0,2014-11-25T00:00:00.000+01:00,No renovable,Ceuta,8744
9081,603.077,1.0,2014-11-26T00:00:00.000+01:00,No renovable,Ceuta,8744
9082,606.725,1.0,2014-11-27T00:00:00.000+01:00,No renovable,Ceuta,8744
9083,597.392,1.0,2014-11-28T00:00:00.000+01:00,No renovable,Ceuta,8744
9084,551.4,1.0,2014-11-29T00:00:00.000+01:00,No renovable,Ceuta,8744
9085,524.617,1.0,2014-11-30T00:00:00.000+01:00,No renovable,Ceuta,8744
9086,605.583,1.0,2014-12-01T00:00:00.000+01:00,No renovable,Ceuta,8744
9087,607.223,1.0,2014-12-02T00:00:00.000+01:00,No renovable,Ceuta,8744
9088,625.81,1.0,2014-12-03T00:00:00.000+01:00,No renovable,Ceuta,8744
9089,606.08,1.0,2014-12-04T00:00:00.000+01:00,No renovable,Ceuta,8744
9090,598.375,1.0,2014-12-05T00:00:00.000+01:00,No renovable,Ceuta,8744
9091,533.336,1.0,2014-12-06T00:00:00.000+01:00,No renovable,Ceuta,8744
9092,529.036,1.0,2014-12-07T00:00:00.000+01:00,No renovable,Ceuta,8744
9093,544.772,1.0,2014-12-08T00:00:00.000+01:00,No renovable,Ceuta,8744
9094,619.003,1.0,2014-12-09T00:00:00.000+01:00,No renovable,Ceuta,8744
9095,624.88,1.0,2014-12-10T00:00:00.000+01:00,No renovable,Ceuta,8744
9096,622.7,1.0,2014-12-11T00:00:00.000+01:00,No renovable,Ceuta,8744
9097,616.94,1.0,2014-12-12T00:00:00.000+01:00,No renovable,Ceuta,8744
9098,570.945,1.0,2014-12-13T00:00:00.000+01:00,No renovable,Ceuta,8744
9099,571.299,1.0,2014-12-14T00:00:00.000+01:00,No renovable,Ceuta,8744
9100,639.828,1.0,2014-12-15T00:00:00.000+01:00,No renovable,Ceuta,8744
9101,645.194,1.0,2014-12-16T00:00:00.000+01:00,No renovable,Ceuta,8744
9102,631.289,1.0,2014-12-17T00:00:00.000+01:00,No renovable,Ceuta,8744
9103,611.856,1.0,2014-12-18T00:00:00.000+01:00,No renovable,Ceuta,8744
9104,604.331,1.0,2014-12-19T00:00:00.000+01:00,No renovable,Ceuta,8744
9105,565.021,1.0,2014-12-20T00:00:00.000+01:00,No renovable,Ceuta,8744
9106,544.16,1.0,2014-12-21T00:00:00.000+01:00,No renovable,Ceuta,8744
9107,617.842,1.0,2014-12-22T00:00:00.000+01:00,No renovable,Ceuta,8744
9108,619.419,1.0,2014-12-23T00:00:00.000+01:00,No renovable,Ceuta,8744
9109,575.324,1.0,2014-12-24T00:00:00.000+01:00,No renovable,Ceuta,8744
9110,514.467,1.0,2014-12-25T00:00:00.000+01:00,No renovable,Ceuta,8744
9111,564.195,1.0,2014-12-26T00:00:00.000+01:00,No renovable,Ceuta,8744
9112,553.289,1.0,2014-12-27T00:00:00.000+01:00,No renovable,Ceuta,8744
9113,540.235,1.0,2014-12-28T00:00:00.000+01:00,No renovable,Ceuta,8744
9114,610.859,1.0,2014-12-29T00:00:00.000+01:00,No renovable,Ceuta,8744
9115,617.628,1.0,2014-12-30T00:00:00.000+01:00,No renovable,Ceuta,8744
9116,586.862,1.0,2014-12-31T00:00:00.000+01:00,No renovable,Ceuta,8744
9117,13.9405,0.026148553721721087,2014-01-01T00:00:00.000+01:00,Renovable,Melilla,8745
9118,13.912,0.023807445816327405,2014-01-02T00:00:00.000+01:00,Renovable,Melilla,8745
9119,14.4615,0.025352594163898214,2014-01-03T00:00:00.000+01:00,Renovable,Melilla,8745
9120,13.4755,0.02471584708473874,2014-01-04T00:00:00.000+01:00,Renovable,Melilla,8745
9121,13.371,0.025730730817413998,2014-01-05T00:00:00.000+01:00,Renovable,Melilla,8745
9122,14.2445,0.027823734507915733,2014-01-06T00:00:00.000+01:00,Renovable,Melilla,8745
9123,14.057,0.024180425157137503,2014-01-07T00:00:00.000+01:00,Renovable,Melilla,8745
9124,15.098,0.02526565925330924,2014-01-08T00:00:00.000+01:00,Renovable,Melilla,8745
9125,14.6185,0.024374688407162424,2014-01-09T00:00:00.000+01:00,Renovable,Melilla,8745
9126,15.472,0.025758160968528163,2014-01-10T00:00:00.000+01:00,Renovable,Melilla,8745
9127,15.791,0.02793670675569048,2014-01-11T00:00:00.000+01:00,Renovable,Melilla,8745
9128,15.32,0.02881605874563621,2014-01-12T00:00:00.000+01:00,Renovable,Melilla,8745
9129,13.8325,0.022521385751081906,2014-01-13T00:00:00.000+01:00,Renovable,Melilla,8745
9130,13.999,0.023315190598643627,2014-01-14T00:00:00.000+01:00,Renovable,Melilla,8745
9131,14.8625,0.025323389696511215,2014-01-15T00:00:00.000+01:00,Renovable,Melilla,8745
9132,15.1215,0.025369303168331782,2014-01-16T00:00:00.000+01:00,Renovable,Melilla,8745
9133,15.066,0.025586245312754743,2014-01-17T00:00:00.000+01:00,Renovable,Melilla,8745
9134,14.645,0.026320566345979308,2014-01-18T00:00:00.000+01:00,Renovable,Melilla,8745
9135,13.201,0.024177389992051372,2014-01-19T00:00:00.000+01:00,Renovable,Melilla,8745
9136,12.9695,0.021466533592199584,2014-01-20T00:00:00.000+01:00,Renovable,Melilla,8745
9137,14.2145,0.023671738131240797,2014-01-21T00:00:00.000+01:00,Renovable,Melilla,8745
9138,14.7,0.023794031097341864,2014-01-22T00:00:00.000+01:00,Renovable,Melilla,8745
9139,14.4585,0.02363025116692599,2014-01-23T00:00:00.000+01:00,Renovable,Melilla,8745
9140,16.0665,0.026645604258918355,2014-01-24T00:00:00.000+01:00,Renovable,Melilla,8745
9141,14.513,0.02618356459472576,2014-01-25T00:00:00.000+01:00,Renovable,Melilla,8745
9142,14.227,0.027007787020619848,2014-01-26T00:00:00.000+01:00,Renovable,Melilla,8745
9143,12.717,0.0212836820083682,2014-01-27T00:00:00.000+01:00,Renovable,Melilla,8745
9144,13.313,0.022073148287851233,2014-01-28T00:00:00.000+01:00,Renovable,Melilla,8745
9145,14.0765,0.02236779380919087,2014-01-29T00:00:00.000+01:00,Renovable,Melilla,8745
9146,14.7905,0.024485596367182134,2014-01-30T00:00:00.000+01:00,Renovable,Melilla,8745
9147,12.8855,0.020867240270834447,2014-01-31T00:00:00.000+01:00,Renovable,Melilla,8745
9148,12.0945,0.021225235470335214,2014-02-01T00:00:00.000+01:00,Renovable,Melilla,8745
9149,15.4905,0.028842447860905316,2014-02-02T00:00:00.000+01:00,Renovable,Melilla,8745
9150,15.619,0.02589223697058009,2014-02-03T00:00:00.000+01:00,Renovable,Melilla,8745
9151,13.056,0.02184322267840472,2014-02-04T00:00:00.000+01:00,Renovable,Melilla,8745
9152,13.54,0.02290121525281825,2014-02-05T00:00:00.000+01:00,Renovable,Melilla,8745
9153,13.5265,0.022994006072124325,2014-02-06T00:00:00.000+01:00,Renovable,Melilla,8745
9154,15.01,0.02608203067983569,2014-02-07T00:00:00.000+01:00,Renovable,Melilla,8745
9155,15.3525,0.02845358188015116,2014-02-08T00:00:00.000+01:00,Renovable,Melilla,8745
9156,14.6735,0.027193543305627368,2014-02-09T00:00:00.000+01:00,Renovable,Melilla,8745
9157,15.7075,0.026657400430387824,2014-02-10T00:00:00.000+01:00,Renovable,Melilla,8745
9158,16.309,0.02718832780697938,2014-02-11T00:00:00.000+01:00,Renovable,Melilla,8745
9159,15.9445,0.026288715035901834,2014-02-12T00:00:00.000+01:00,Renovable,Melilla,8745
9160,16.214,0.027880184331797234,2014-02-13T00:00:00.000+01:00,Renovable,Melilla,8745
9161,17.7395,0.030839772954460505,2014-02-14T00:00:00.000+01:00,Renovable,Melilla,8745
9162,16.2635,0.030480593887575923,2014-02-15T00:00:00.000+01:00,Renovable,Melilla,8745
9163,15.427,0.029898619512110036,2014-02-16T00:00:00.000+01:00,Renovable,Melilla,8745
9164,15.707,0.0259964018477356,2014-02-17T00:00:00.000+01:00,Renovable,Melilla,8745
9165,16.9935,0.027397911803020727,2014-02-18T00:00:00.000+01:00,Renovable,Melilla,8745
9166,15.71,0.027465130996961528,2014-02-19T00:00:00.000+01:00,Renovable,Melilla,8745
9167,15.9025,0.02732702905660961,2014-02-20T00:00:00.000+01:00,Renovable,Melilla,8745
9168,15.4205,0.026792074528895243,2014-02-21T00:00:00.000+01:00,Renovable,Melilla,8745
9169,15.8555,0.029496135207284974,2014-02-22T00:00:00.000+01:00,Renovable,Melilla,8745
9170,16.091,0.03148572468433071,2014-02-23T00:00:00.000+01:00,Renovable,Melilla,8745
9171,15.6575,0.025861399744648097,2014-02-24T00:00:00.000+01:00,Renovable,Melilla,8745
9172,15.994,0.02680691945018495,2014-02-25T00:00:00.000+01:00,Renovable,Melilla,8745
9173,15.588,0.02658938437421642,2014-02-26T00:00:00.000+01:00,Renovable,Melilla,8745
9174,15.6495,0.02685415411859791,2014-02-27T00:00:00.000+01:00,Renovable,Melilla,8745
9175,15.8725,0.02748356353902069,2014-02-28T00:00:00.000+01:00,Renovable,Melilla,8745
9176,15.9,0.0288657398162033,2014-03-01T00:00:00.000+01:00,Renovable,Melilla,8745
9177,15.8065,0.030647481735407718,2014-03-02T00:00:00.000+01:00,Renovable,Melilla,8745
9178,14.524,0.025153921424303564,2014-03-03T00:00:00.000+01:00,Renovable,Melilla,8745
9179,15.5165,0.026825245622193912,2014-03-04T00:00:00.000+01:00,Renovable,Melilla,8745
9180,15.4805,0.02663307245923018,2014-03-05T00:00:00.000+01:00,Renovable,Melilla,8745
9181,17.4955,0.03063811977157347,2014-03-06T00:00:00.000+01:00,Renovable,Melilla,8745
9182,16.8875,0.030044014147150282,2014-03-07T00:00:00.000+01:00,Renovable,Melilla,8745
9183,15.2065,0.02882240666574424,2014-03-08T00:00:00.000+01:00,Renovable,Melilla,8745
9184,14.9035,0.02907807091822201,2014-03-09T00:00:00.000+01:00,Renovable,Melilla,8745
9185,15.2565,0.02636312739111052,2014-03-10T00:00:00.000+01:00,Renovable,Melilla,8745
9186,14.7625,0.025420897742985893,2014-03-11T00:00:00.000+01:00,Renovable,Melilla,8745
9187,15.2035,0.026318659442242112,2014-03-12T00:00:00.000+01:00,Renovable,Melilla,8745
9188,15.7945,0.027061734233192327,2014-03-13T00:00:00.000+01:00,Renovable,Melilla,8745
9189,15.0955,0.02570742024918086,2014-03-14T00:00:00.000+01:00,Renovable,Melilla,8745
9190,13.7175,0.02596993224247312,2014-03-15T00:00:00.000+01:00,Renovable,Melilla,8745
9191,14.2875,0.028308447656862978,2014-03-16T00:00:00.000+01:00,Renovable,Melilla,8745
9192,13.89,0.02461103403551856,2014-03-17T00:00:00.000+01:00,Renovable,Melilla,8745
9193,13.789,0.025286766121711705,2014-03-18T00:00:00.000+01:00,Renovable,Melilla,8745
9194,12.4155,0.024599518530626804,2014-03-19T00:00:00.000+01:00,Renovable,Melilla,8745
9195,14.0025,0.024963052364916055,2014-03-20T00:00:00.000+01:00,Renovable,Melilla,8745
9196,14.408,0.02589890296359809,2014-03-21T00:00:00.000+01:00,Renovable,Melilla,8745
9197,13.8875,0.02668697214562295,2014-03-22T00:00:00.000+01:00,Renovable,Melilla,8745
9198,12.7905,0.02574048806404482,2014-03-23T00:00:00.000+01:00,Renovable,Melilla,8745
9199,14.65,0.026341908988254923,2014-03-24T00:00:00.000+01:00,Renovable,Melilla,8745
9200,14.7655,0.027191998659322404,2014-03-25T00:00:00.000+01:00,Renovable,Melilla,8745
9201,15.217,0.026971697176807568,2014-03-26T00:00:00.000+01:00,Renovable,Melilla,8745
9202,15.0605,0.02685174619702037,2014-03-27T00:00:00.000+01:00,Renovable,Melilla,8745
9203,14.523,0.02601420096297145,2014-03-28T00:00:00.000+01:00,Renovable,Melilla,8745
9204,14.968,0.02898994222541578,2014-03-29T00:00:00.000+01:00,Renovable,Melilla,8745
9205,14.71,0.03125278853058779,2014-03-30T00:00:00.000+01:00,Renovable,Melilla,8745
9206,12.954,0.02345532371026501,2014-03-31T00:00:00.000+02:00,Renovable,Melilla,8745
9207,6.017,0.010613041146921036,2014-04-01T00:00:00.000+02:00,Renovable,Melilla,8745
9208,6.506,0.011601821767770974,2014-04-02T00:00:00.000+02:00,Renovable,Melilla,8745
9209,10.488,0.018643145870884482,2014-04-03T00:00:00.000+02:00,Renovable,Melilla,8745
9210,0.338,0.0006094966062940443,2014-04-04T00:00:00.000+02:00,Renovable,Melilla,8745
9211,3.671,0.007146180365621246,2014-04-05T00:00:00.000+02:00,Renovable,Melilla,8745
9212,15.285,0.032010068983426385,2014-04-06T00:00:00.000+02:00,Renovable,Melilla,8745
9213,14.21,0.026393506565872325,2014-04-07T00:00:00.000+02:00,Renovable,Melilla,8745
9214,15.135,0.028093328878494264,2014-04-08T00:00:00.000+02:00,Renovable,Melilla,8745
9215,15.746,0.02900756046158608,2014-04-09T00:00:00.000+02:00,Renovable,Melilla,8745
9216,15.3385,0.029009093178603042,2014-04-10T00:00:00.000+02:00,Renovable,Melilla,8745
9217,15.6005,0.02913759226608493,2014-04-11T00:00:00.000+02:00,Renovable,Melilla,8745
9218,14.7555,0.029557464333932942,2014-04-12T00:00:00.000+02:00,Renovable,Melilla,8745
9219,14.702,0.03111824169869787,2014-04-13T00:00:00.000+02:00,Renovable,Melilla,8745
9220,14.4365,0.027044975983334454,2014-04-14T00:00:00.000+02:00,Renovable,Melilla,8745
9221,14.8205,0.028282263497073593,2014-04-15T00:00:00.000+02:00,Renovable,Melilla,8745
9222,16.4335,0.03125838118733725,2014-04-16T00:00:00.000+02:00,Renovable,Melilla,8745
9223,16.1765,0.03397938949897914,2014-04-17T00:00:00.000+02:00,Renovable,Melilla,8745
9224,13.853,0.029465816419859698,2014-04-18T00:00:00.000+02:00,Renovable,Melilla,8745
9225,13.0695,0.02683201734395979,2014-04-19T00:00:00.000+02:00,Renovable,Melilla,8745
9226,14.1435,0.030216440597940916,2014-04-20T00:00:00.000+02:00,Renovable,Melilla,8745
9227,14.757,0.027576425211770575,2014-04-21T00:00:00.000+02:00,Renovable,Melilla,8745
9228,15.74,0.02896886307334975,2014-04-22T00:00:00.000+02:00,Renovable,Melilla,8745
9229,15.8335,0.029926023648239992,2014-04-23T00:00:00.000+02:00,Renovable,Melilla,8745
9230,15.7865,0.028890409880917303,2014-04-24T00:00:00.000+02:00,Renovable,Melilla,8745
9231,16.482,0.03081006813657224,2014-04-25T00:00:00.000+02:00,Renovable,Melilla,8745
9232,14.693,0.02895086844723801,2014-04-26T00:00:00.000+02:00,Renovable,Melilla,8745
9233,14.554,0.02985674751416011,2014-04-27T00:00:00.000+02:00,Renovable,Melilla,8745
9234,13.815,0.025133444673674555,2014-04-28T00:00:00.000+02:00,Renovable,Melilla,8745
9235,13.9535,0.025461708444415247,2014-04-29T00:00:00.000+02:00,Renovable,Melilla,8745
9236,14.112,0.025287331605939087,2014-04-30T00:00:00.000+02:00,Renovable,Melilla,8745
9237,14.9255,0.02988985681385801,2014-05-01T00:00:00.000+02:00,Renovable,Melilla,8745
9238,13.7895,0.024994381044908143,2014-05-02T00:00:00.000+02:00,Renovable,Melilla,8745
9239,13.3885,0.02591280785793778,2014-05-03T00:00:00.000+02:00,Renovable,Melilla,8745
9240,12.3585,0.025486855971474355,2014-05-04T00:00:00.000+02:00,Renovable,Melilla,8745
9241,11.335,0.02038163189711906,2014-05-05T00:00:00.000+02:00,Renovable,Melilla,8745
9242,11.882,0.0216440122847348,2014-05-06T00:00:00.000+02:00,Renovable,Melilla,8745
9243,13.3465,0.024005100847863076,2014-05-07T00:00:00.000+02:00,Renovable,Melilla,8745
9244,12.6165,0.022506917177613144,2014-05-08T00:00:00.000+02:00,Renovable,Melilla,8745
9245,12.1175,0.021796416879519373,2014-05-09T00:00:00.000+02:00,Renovable,Melilla,8745
9246,11.932,0.022991340673400418,2014-05-10T00:00:00.000+02:00,Renovable,Melilla,8745
9247,11.248,0.022789252095970953,2014-05-11T00:00:00.000+02:00,Renovable,Melilla,8745
9248,10.645,0.01882907726024102,2014-05-12T00:00:00.000+02:00,Renovable,Melilla,8745
9249,0.249,0.0004416475404311473,2014-05-13T00:00:00.000+02:00,Renovable,Melilla,8745
9250,7.0645,0.013045373042824724,2014-05-14T00:00:00.000+02:00,Renovable,Melilla,8745
9251,12.6625,0.023908922347218916,2014-05-15T00:00:00.000+02:00,Renovable,Melilla,8745
9252,12.641,0.02364036572343334,2014-05-16T00:00:00.000+02:00,Renovable,Melilla,8745
9253,11.87,0.023529738258918305,2014-05-17T00:00:00.000+02:00,Renovable,Melilla,8745
9254,11.9555,0.025329610145827203,2014-05-18T00:00:00.000+02:00,Renovable,Melilla,8745
9255,11.9545,0.022042079915331268,2014-05-19T00:00:00.000+02:00,Renovable,Melilla,8745
9256,13.0825,0.023981837412949552,2014-05-20T00:00:00.000+02:00,Renovable,Melilla,8745
9257,13.104,0.023728598719771114,2014-05-21T00:00:00.000+02:00,Renovable,Melilla,8745
9258,13.4105,0.02434678256828101,2014-05-22T00:00:00.000+02:00,Renovable,Melilla,8745
9259,12.907,0.02373133779510186,2014-05-23T00:00:00.000+02:00,Renovable,Melilla,8745
9260,12.3315,0.02396373812161138,2014-05-24T00:00:00.000+02:00,Renovable,Melilla,8745
9261,2.2315,0.0045670371052577725,2014-05-25T00:00:00.000+02:00,Renovable,Melilla,8745
9262,3.9665,0.007199853334640252,2014-05-26T00:00:00.000+02:00,Renovable,Melilla,8745
9263,12.043,0.023004424001161396,2014-05-27T00:00:00.000+02:00,Renovable,Melilla,8745
9264,12.224,0.021975651323500857,2014-05-28T00:00:00.000+02:00,Renovable,Melilla,8745
9265,12.476,0.02223933488773379,2014-05-29T00:00:00.000+02:00,Renovable,Melilla,8745
9266,12.1655,0.02156181597440692,2014-05-30T00:00:00.000+02:00,Renovable,Melilla,8745
9267,13.0645,0.024805431771534468,2014-05-31T00:00:00.000+02:00,Renovable,Melilla,8745
9268,12.431,0.02508050132756575,2014-06-01T00:00:00.000+02:00,Renovable,Melilla,8745
9269,12.6625,0.0229090566986715,2014-06-02T00:00:00.000+02:00,Renovable,Melilla,8745
9270,12.2135,0.02160278190980372,2014-06-03T00:00:00.000+02:00,Renovable,Melilla,8745
9271,11.701,0.020391909460688803,2014-06-04T00:00:00.000+02:00,Renovable,Melilla,8745
9272,11.7265,0.020289361083667988,2014-06-05T00:00:00.000+02:00,Renovable,Melilla,8745
9273,11.7635,0.019986170151312817,2014-06-06T00:00:00.000+02:00,Renovable,Melilla,8745
9274,12.0215,0.022624191690693244,2014-06-07T00:00:00.000+02:00,Renovable,Melilla,8745
9275,10.969,0.021766566522072157,2014-06-08T00:00:00.000+02:00,Renovable,Melilla,8745
9276,11.266,0.019458626669338067,2014-06-09T00:00:00.000+02:00,Renovable,Melilla,8745
9277,12.314,0.020688809326597238,2014-06-10T00:00:00.000+02:00,Renovable,Melilla,8745
9278,12.5405,0.02102932249377027,2014-06-11T00:00:00.000+02:00,Renovable,Melilla,8745
9279,12.118,0.020461023084923882,2014-06-12T00:00:00.000+02:00,Renovable,Melilla,8745
9280,12.5325,0.020954029042209013,2014-06-13T00:00:00.000+02:00,Renovable,Melilla,8745
9281,11.8355,0.02129108276817356,2014-06-14T00:00:00.000+02:00,Renovable,Melilla,8745
9282,11.045,0.02093858709561228,2014-06-15T00:00:00.000+02:00,Renovable,Melilla,8745
9283,10.5085,0.017135360953846955,2014-06-16T00:00:00.000+02:00,Renovable,Melilla,8745
9284,12.003,0.019460400686780448,2014-06-17T00:00:00.000+02:00,Renovable,Melilla,8745
9285,11.862,0.019285703833891266,2014-06-18T00:00:00.000+02:00,Renovable,Melilla,8745
9286,11.7125,0.01900170670612208,2014-06-19T00:00:00.000+02:00,Renovable,Melilla,8745
9287,5.758,0.009588404657986367,2014-06-20T00:00:00.000+02:00,Renovable,Melilla,8745
9288,0.319,0.0005808829420719494,2014-06-21T00:00:00.000+02:00,Renovable,Melilla,8745
9289,3.2565,0.006432834022412693,2014-06-22T00:00:00.000+02:00,Renovable,Melilla,8745
9290,12.265,0.020830042814951436,2014-06-23T00:00:00.000+02:00,Renovable,Melilla,8745
9291,12.6315,0.02155821990869139,2014-06-24T00:00:00.000+02:00,Renovable,Melilla,8745
9292,12.6055,0.02191643397860081,2014-06-25T00:00:00.000+02:00,Renovable,Melilla,8745
9293,13.956,0.023522431932257552,2014-06-26T00:00:00.000+02:00,Renovable,Melilla,8745
9294,14.003,0.02354981063281602,2014-06-27T00:00:00.000+02:00,Renovable,Melilla,8745
9295,12.7375,0.022715275721984642,2014-06-28T00:00:00.000+02:00,Renovable,Melilla,8745
9296,12.0875,0.02276609730234696,2014-06-29T00:00:00.000+02:00,Renovable,Melilla,8745
9297,11.7235,0.01921406469207673,2014-06-30T00:00:00.000+02:00,Renovable,Melilla,8745
9298,13.347,0.021896516933011128,2014-07-01T00:00:00.000+02:00,Renovable,Melilla,8745
9299,14.175,0.024054901175508295,2014-07-02T00:00:00.000+02:00,Renovable,Melilla,8745
9300,14.9015,0.02530210903262285,2014-07-03T00:00:00.000+02:00,Renovable,Melilla,8745
9301,13.497,0.022646885109467496,2014-07-04T00:00:00.000+02:00,Renovable,Melilla,8745
9302,13.5235,0.024155318510474123,2014-07-05T00:00:00.000+02:00,Renovable,Melilla,8745
9303,13.0985,0.025102818353603146,2014-07-06T00:00:00.000+02:00,Renovable,Melilla,8745
9304,13.311,0.022610530177948996,2014-07-07T00:00:00.000+02:00,Renovable,Melilla,8745
9305,13.879,0.023135792549671356,2014-07-08T00:00:00.000+02:00,Renovable,Melilla,8745
9306,14.1665,0.02305133891887406,2014-07-09T00:00:00.000+02:00,Renovable,Melilla,8745
9307,13.793,0.02216647435258724,2014-07-10T00:00:00.000+02:00,Renovable,Melilla,8745
9308,13.477,0.021951871048027965,2014-07-11T00:00:00.000+02:00,Renovable,Melilla,8745
9309,12.8825,0.022189782279178723,2014-07-12T00:00:00.000+02:00,Renovable,Melilla,8745
9310,13.3895,0.02433843871901232,2014-07-13T00:00:00.000+02:00,Renovable,Melilla,8745
9311,12.363,0.018972743274827775,2014-07-14T00:00:00.000+02:00,Renovable,Melilla,8745
9312,13.025,0.019943560871116366,2014-07-15T00:00:00.000+02:00,Renovable,Melilla,8745
9313,13.109,0.020315054588282696,2014-07-16T00:00:00.000+02:00,Renovable,Melilla,8745
9314,13.1895,0.020154949916336217,2014-07-17T00:00:00.000+02:00,Renovable,Melilla,8745
9315,13.19,0.02045091238357787,2014-07-18T00:00:00.000+02:00,Renovable,Melilla,8745
9316,11.88,0.020693655513343755,2014-07-19T00:00:00.000+02:00,Renovable,Melilla,8745
9317,11.507,0.021823733571035713,2014-07-20T00:00:00.000+02:00,Renovable,Melilla,8745
9318,12.102,0.01953340628904018,2014-07-21T00:00:00.000+02:00,Renovable,Melilla,8745
9319,12.878,0.020306345457011033,2014-07-22T00:00:00.000+02:00,Renovable,Melilla,8745
9320,12.038,0.018751567433521348,2014-07-23T00:00:00.000+02:00,Renovable,Melilla,8745
9321,10.919,0.016783614494869925,2014-07-24T00:00:00.000+02:00,Renovable,Melilla,8745
9322,11.1125,0.017216217095529285,2014-07-25T00:00:00.000+02:00,Renovable,Melilla,8745
9323,11.668,0.019547368191801428,2014-07-26T00:00:00.000+02:00,Renovable,Melilla,8745
9324,11.4815,0.02017285243413054,2014-07-27T00:00:00.000+02:00,Renovable,Melilla,8745
9325,12.035,0.018536116548816907,2014-07-28T00:00:00.000+02:00,Renovable,Melilla,8745
9326,12.242,0.020063293939875677,2014-07-29T00:00:00.000+02:00,Renovable,Melilla,8745
9327,11.767,0.01986655456169319,2014-07-30T00:00:00.000+02:00,Renovable,Melilla,8745
9328,12.832,0.020182733005028385,2014-07-31T00:00:00.000+02:00,Renovable,Melilla,8745
9329,11.781,0.019333018254859103,2014-08-01T00:00:00.000+02:00,Renovable,Melilla,8745
9330,10.795,0.01956778665583898,2014-08-02T00:00:00.000+02:00,Renovable,Melilla,8745
9331,10.194,0.01971672440104212,2014-08-03T00:00:00.000+02:00,Renovable,Melilla,8745
9332,11.1085,0.017917397868332085,2014-08-04T00:00:00.000+02:00,Renovable,Melilla,8745
9333,10.752,0.016636932070502715,2014-08-05T00:00:00.000+02:00,Renovable,Melilla,8745
9334,13.2995,0.020391063165609256,2014-08-06T00:00:00.000+02:00,Renovable,Melilla,8745
9335,14.1705,0.021882306069693536,2014-08-07T00:00:00.000+02:00,Renovable,Melilla,8745
9336,14.0785,0.022006149248225488,2014-08-08T00:00:00.000+02:00,Renovable,Melilla,8745
9337,12.9805,0.02142268902154234,2014-08-09T00:00:00.000+02:00,Renovable,Melilla,8745
9338,11.3685,0.019532733242500724,2014-08-10T00:00:00.000+02:00,Renovable,Melilla,8745
9339,10.599,0.01556106606295779,2014-08-11T00:00:00.000+02:00,Renovable,Melilla,8745
9340,10.7215,0.015561296690058565,2014-08-12T00:00:00.000+02:00,Renovable,Melilla,8745
9341,11.328,0.01689346884297336,2014-08-13T00:00:00.000+02:00,Renovable,Melilla,8745
9342,11.5485,0.016984636834534914,2014-08-14T00:00:00.000+02:00,Renovable,Melilla,8745
9343,12.052,0.020489315872419495,2014-08-15T00:00:00.000+02:00,Renovable,Melilla,8745
9344,11.7655,0.01931163868663458,2014-08-16T00:00:00.000+02:00,Renovable,Melilla,8745
9345,11.722,0.02097364070339171,2014-08-17T00:00:00.000+02:00,Renovable,Melilla,8745
9346,12.453,0.01937594911498917,2014-08-18T00:00:00.000+02:00,Renovable,Melilla,8745
9347,12.0875,0.018396621261700025,2014-08-19T00:00:00.000+02:00,Renovable,Melilla,8745
9348,11.4815,0.017776191685297236,2014-08-20T00:00:00.000+02:00,Renovable,Melilla,8745
9349,10.3705,0.015651222456987624,2014-08-21T00:00:00.000+02:00,Renovable,Melilla,8745
9350,10.376,0.015792469658550246,2014-08-22T00:00:00.000+02:00,Renovable,Melilla,8745
9351,11.109,0.018296931076453797,2014-08-23T00:00:00.000+02:00,Renovable,Melilla,8745
9352,11.5195,0.01991938523895654,2014-08-24T00:00:00.000+02:00,Renovable,Melilla,8745
9353,11.0535,0.016487474978297122,2014-08-25T00:00:00.000+02:00,Renovable,Melilla,8745
9354,11.8645,0.01727051733674925,2014-08-26T00:00:00.000+02:00,Renovable,Melilla,8745
9355,10.5525,0.014951542973731191,2014-08-27T00:00:00.000+02:00,Renovable,Melilla,8745
9356,11.4835,0.01611072608047857,2014-08-28T00:00:00.000+02:00,Renovable,Melilla,8745
9357,10.9435,0.015083497811249187,2014-08-29T00:00:00.000+02:00,Renovable,Melilla,8745
9358,11.2485,0.01669164564475441,2014-08-30T00:00:00.000+02:00,Renovable,Melilla,8745
9359,11.678,0.01850261584335994,2014-08-31T00:00:00.000+02:00,Renovable,Melilla,8745
9360,11.7125,0.016584775282489875,2014-09-01T00:00:00.000+02:00,Renovable,Melilla,8745
9361,11.4055,0.016373426970969843,2014-09-02T00:00:00.000+02:00,Renovable,Melilla,8745
