,value,percentage,tipo_energia,fecha
101,354335.15,0.45,Renovable,2011-04-12
102,255841.87,0.32,Renovable,2011-04-13
103,259639.27,0.32,Renovable,2011-04-14
104,310399.34,0.4,Renovable,2011-04-15
105,315393.26,0.45,Renovable,2011-04-16
106,252648.7,0.39,Renovable,2011-04-17
107,282925.54,0.38,Renovable,2011-04-18
108,258955.0,0.34,Renovable,2011-04-19
109,279786.97,0.37,Renovable,2011-04-20
110,269978.34,0.4,Renovable,2011-04-21
111,231876.02,0.37,Renovable,2011-04-22
112,188917.82,0.31,Renovable,2011-04-23
113,224699.78,0.39,Renovable,2011-04-24
114,255107.73,0.39,Renovable,2011-04-25
115,287784.11,0.38,Renovable,2011-04-26
116,263348.76,0.35,Renovable,2011-04-27
117,241732.06,0.32,Renovable,2011-04-28
118,216300.05,0.29,Renovable,2011-04-29
119,191108.77,0.3,Renovable,2011-04-30
120,212457.23,0.37,Renovable,2011-05-01
121,195664.29,0.3,Renovable,2011-05-02
122,235012.75,0.33,Renovable,2011-05-03
123,205852.95,0.28,Renovable,2011-05-04
124,204561.98,0.28,Renovable,2011-05-05
125,319162.24,0.43,Renovable,2011-05-06
126,325852.49,0.49,Renovable,2011-05-07
127,262895.48,0.44,Renovable,2011-05-08
128,232884.33,0.33,Renovable,2011-05-09
129,281467.3,0.38,Renovable,2011-05-10
130,250506.01,0.33,Renovable,2011-05-11
131,251899.64,0.33,Renovable,2011-05-12
132,222995.5,0.3,Renovable,2011-05-13
133,303597.51,0.46,Renovable,2011-05-14
134,357838.1,0.57,Renovable,2011-05-15
135,290121.63,0.42,Renovable,2011-05-16
136,217501.89,0.3,Renovable,2011-05-17
137,249037.74,0.33,Renovable,2011-05-18
138,204660.99,0.27,Renovable,2011-05-19
139,182215.52,0.25,Renovable,2011-05-20
140,161159.38,0.25,Renovable,2011-05-21
141,199865.11,0.34,Renovable,2011-05-22
142,198163.55,0.27,Renovable,2011-05-23
143,236929.71,0.31,Renovable,2011-05-24
144,201800.63,0.26,Renovable,2011-05-25
145,204154.71,0.26,Renovable,2011-05-26
146,250354.79,0.32,Renovable,2011-05-27
147,177487.39,0.27,Renovable,2011-05-28
148,161152.34,0.27,Renovable,2011-05-29
149,179911.18,0.25,Renovable,2011-05-30
150,273999.48,0.35,Renovable,2011-05-31
151,353186.66,0.46,Renovable,2011-06-01
152,352312.26,0.47,Renovable,2011-06-02
153,243092.24,0.33,Renovable,2011-06-03
154,185988.49,0.27,Renovable,2011-06-04
155,168504.7,0.27,Renovable,2011-06-05
156,163870.75,0.22,Renovable,2011-06-06
157,220424.58,0.29,Renovable,2011-06-07
158,222561.99,0.29,Renovable,2011-06-08
159,161033.89,0.21,Renovable,2011-06-09
160,183470.7,0.24,Renovable,2011-06-10
161,151245.46,0.23,Renovable,2011-06-11
162,175344.62,0.3,Renovable,2011-06-12
163,217673.24,0.31,Renovable,2011-06-13
164,172286.54,0.22,Renovable,2011-06-14
165,179565.09,0.23,Renovable,2011-06-15
166,191217.88,0.24,Renovable,2011-06-16
167,236405.92,0.29,Renovable,2011-06-17
168,248771.35,0.36,Renovable,2011-06-18
169,157341.3,0.26,Renovable,2011-06-19
170,182115.48,0.23,Renovable,2011-06-20
171,187125.39,0.22,Renovable,2011-06-21
172,196099.76,0.23,Renovable,2011-06-22
173,206105.8,0.27,Renovable,2011-06-23
174,239511.66,0.32,Renovable,2011-06-24
175,216657.93,0.31,Renovable,2011-06-25
176,197626.57,0.3,Renovable,2011-06-26
177,225979.37,0.27,Renovable,2011-06-27
178,214545.4,0.25,Renovable,2011-06-28
179,306753.86,0.36,Renovable,2011-06-29
180,295985.92,0.35,Renovable,2011-06-30
181,220723.83,0.26,Renovable,2011-07-01
182,163542.28,0.22,Renovable,2011-07-02
183,190562.01,0.29,Renovable,2011-07-03
184,175604.4,0.22,Renovable,2011-07-04
185,166260.37,0.2,Renovable,2011-07-05
186,209135.42,0.25,Renovable,2011-07-06
187,225842.45,0.27,Renovable,2011-07-07
188,214608.1,0.26,Renovable,2011-07-08
189,152210.92,0.21,Renovable,2011-07-09
190,165618.15,0.26,Renovable,2011-07-10
191,185908.5,0.22,Renovable,2011-07-11
192,229788.45,0.27,Renovable,2011-07-12
193,278339.76,0.34,Renovable,2011-07-13
194,186965.83,0.24,Renovable,2011-07-14
195,171427.84,0.21,Renovable,2011-07-15
196,198713.16,0.28,Renovable,2011-07-16
197,265349.37,0.4,Renovable,2011-07-17
198,216920.9,0.28,Renovable,2011-07-18
199,293435.04,0.37,Renovable,2011-07-19
200,190603.2,0.24,Renovable,2011-07-20
201,203288.65,0.25,Renovable,2011-07-21
202,246909.5,0.3,Renovable,2011-07-22
203,243116.94,0.35,Renovable,2011-07-23
204,234668.89,0.37,Renovable,2011-07-24
205,207002.42,0.28,Renovable,2011-07-25
206,202988.04,0.25,Renovable,2011-07-26
207,249277.59,0.3,Renovable,2011-07-27
208,250425.4,0.3,Renovable,2011-07-28
209,195503.79,0.24,Renovable,2011-07-29
210,212097.15,0.29,Renovable,2011-07-30
211,151738.1,0.24,Renovable,2011-07-31
212,197809.32,0.26,Renovable,2011-08-01
213,187667.52,0.24,Renovable,2011-08-02
214,146262.23,0.19,Renovable,2011-08-03
215,159864.29,0.2,Renovable,2011-08-04
216,162473.56,0.21,Renovable,2011-08-05
217,244054.66,0.34,Renovable,2011-08-06
218,203126.45,0.32,Renovable,2011-08-07
219,234126.8,0.31,Renovable,2011-08-08
220,284761.75,0.36,Renovable,2011-08-09
221,238512.36,0.31,Renovable,2011-08-10
222,195596.15,0.25,Renovable,2011-08-11
223,174261.64,0.22,Renovable,2011-08-12
224,136408.3,0.2,Renovable,2011-08-13
225,161669.2,0.26,Renovable,2011-08-14
226,148166.36,0.23,Renovable,2011-08-15
227,152065.91,0.2,Renovable,2011-08-16
228,176163.31,0.22,Renovable,2011-08-17
229,181127.29,0.23,Renovable,2011-08-18
230,203631.52,0.25,Renovable,2011-08-19
231,202905.35,0.28,Renovable,2011-08-20
232,200408.02,0.3,Renovable,2011-08-21
233,187796.96,0.24,Renovable,2011-08-22
234,139335.34,0.18,Renovable,2011-08-23
235,146984.94,0.18,Renovable,2011-08-24
236,194844.59,0.24,Renovable,2011-08-25
237,250193.08,0.31,Renovable,2011-08-26
238,161895.36,0.24,Renovable,2011-08-27
239,170835.31,0.27,Renovable,2011-08-28
240,147072.38,0.19,Renovable,2011-08-29
241,153590.36,0.19,Renovable,2011-08-30
242,184177.68,0.23,Renovable,2011-08-31
243,162979.08,0.21,Renovable,2011-09-01
244,113559.42,0.15,Renovable,2011-09-02
245,156714.7,0.23,Renovable,2011-09-03
246,174293.08,0.28,Renovable,2011-09-04
247,159619.22,0.21,Renovable,2011-09-05
248,148998.18,0.19,Renovable,2011-09-06
249,142771.51,0.18,Renovable,2011-09-07
250,139272.77,0.17,Renovable,2011-09-08
251,193019.86,0.24,Renovable,2011-09-09
252,217009.72,0.29,Renovable,2011-09-10
253,207817.01,0.31,Renovable,2011-09-11
254,154508.15,0.19,Renovable,2011-09-12
255,180402.69,0.21,Renovable,2011-09-13
256,229051.11,0.26,Renovable,2011-09-14
257,180427.34,0.21,Renovable,2011-09-15
258,148732.98,0.18,Renovable,2011-09-16
259,146429.4,0.21,Renovable,2011-09-17
260,242257.89,0.37,Renovable,2011-09-18
261,214056.65,0.28,Renovable,2011-09-19
262,168251.34,0.21,Renovable,2011-09-20
263,145462.54,0.18,Renovable,2011-09-21
264,158550.33,0.2,Renovable,2011-09-22
265,133192.99,0.17,Renovable,2011-09-23
266,120983.31,0.18,Renovable,2011-09-24
267,117004.96,0.19,Renovable,2011-09-25
268,134985.62,0.17,Renovable,2011-09-26
269,140255.18,0.18,Renovable,2011-09-27
270,155687.64,0.19,Renovable,2011-09-28
271,171226.34,0.21,Renovable,2011-09-29
272,175848.65,0.22,Renovable,2011-09-30
273,195419.84,0.29,Renovable,2011-10-01
274,152254.48,0.25,Renovable,2011-10-02
275,126449.85,0.17,Renovable,2011-10-03
276,143428.58,0.19,Renovable,2011-10-04
277,146165.88,0.19,Renovable,2011-10-05
278,164395.55,0.21,Renovable,2011-10-06
279,252909.98,0.32,Renovable,2011-10-07
280,277329.2,0.4,Renovable,2011-10-08
281,240082.5,0.38,Renovable,2011-10-09
282,154049.84,0.21,Renovable,2011-10-10
283,123357.89,0.17,Renovable,2011-10-11
284,117979.41,0.18,Renovable,2011-10-12
285,142528.71,0.19,Renovable,2011-10-13
286,124448.19,0.17,Renovable,2011-10-14
287,150697.67,0.23,Renovable,2011-10-15
288,133871.02,0.22,Renovable,2011-10-16
289,135580.34,0.18,Renovable,2011-10-17
290,112667.46,0.15,Renovable,2011-10-18
291,156210.82,0.21,Renovable,2011-10-19
292,232536.06,0.29,Renovable,2011-10-20
293,160668.81,0.21,Renovable,2011-10-21
294,167561.29,0.25,Renovable,2011-10-22
295,262411.64,0.41,Renovable,2011-10-23
296,305011.74,0.41,Renovable,2011-10-24
297,282821.79,0.37,Renovable,2011-10-25
298,272297.24,0.36,Renovable,2011-10-26
299,257006.08,0.33,Renovable,2011-10-27
300,200349.08,0.26,Renovable,2011-10-28
301,129962.52,0.2,Renovable,2011-10-29
302,113809.61,0.18,Renovable,2011-10-30
303,188374.31,0.27,Renovable,2011-10-31
304,143291.24,0.23,Renovable,2011-11-01
305,328267.83,0.43,Renovable,2011-11-02
306,337153.99,0.43,Renovable,2011-11-03
307,206424.96,0.27,Renovable,2011-11-04
308,352302.94,0.49,Renovable,2011-11-05
309,353670.85,0.5,Renovable,2011-11-06
310,233201.83,0.3,Renovable,2011-11-07
311,218314.44,0.28,Renovable,2011-11-08
312,177632.54,0.23,Renovable,2011-11-09
313,201190.6,0.26,Renovable,2011-11-10
314,231380.79,0.3,Renovable,2011-11-11
315,294171.57,0.45,Renovable,2011-11-12
316,330355.47,0.51,Renovable,2011-11-13
317,311974.94,0.41,Renovable,2011-11-14
318,228108.58,0.29,Renovable,2011-11-15
319,192437.25,0.24,Renovable,2011-11-16
320,152831.47,0.19,Renovable,2011-11-17
321,257178.43,0.32,Renovable,2011-11-18
322,224325.36,0.32,Renovable,2011-11-19
323,204369.28,0.31,Renovable,2011-11-20
324,164378.58,0.21,Renovable,2011-11-21
325,231174.12,0.29,Renovable,2011-11-22
326,252726.11,0.31,Renovable,2011-11-23
327,175337.95,0.22,Renovable,2011-11-24
328,172867.01,0.22,Renovable,2011-11-25
329,166767.52,0.24,Renovable,2011-11-26
330,149776.23,0.23,Renovable,2011-11-27
331,151046.92,0.19,Renovable,2011-11-28
332,186132.97,0.22,Renovable,2011-11-29
333,196341.82,0.24,Renovable,2011-11-30
334,237151.11,0.29,Renovable,2011-12-01
335,280366.0,0.34,Renovable,2011-12-02
336,205221.55,0.29,Renovable,2011-12-03
337,229375.78,0.34,Renovable,2011-12-04
338,264274.17,0.33,Renovable,2011-12-05
339,233756.28,0.32,Renovable,2011-12-06
340,194753.89,0.25,Renovable,2011-12-07
341,144472.04,0.21,Renovable,2011-12-08
342,159090.11,0.2,Renovable,2011-12-09
343,162634.76,0.23,Renovable,2011-12-10
344,180843.64,0.27,Renovable,2011-12-11
345,262739.51,0.32,Renovable,2011-12-12
346,349455.38,0.41,Renovable,2011-12-13
347,354315.72,0.41,Renovable,2011-12-14
348,348089.66,0.4,Renovable,2011-12-15
349,376735.34,0.44,Renovable,2011-12-16
350,321182.77,0.42,Renovable,2011-12-17
351,243163.45,0.34,Renovable,2011-12-18
352,234143.19,0.27,Renovable,2011-12-19
353,295886.26,0.33,Renovable,2011-12-20
354,308208.48,0.35,Renovable,2011-12-21
355,245491.23,0.29,Renovable,2011-12-22
356,212115.64,0.28,Renovable,2011-12-23
357,302057.78,0.44,Renovable,2011-12-24
358,208117.4,0.35,Renovable,2011-12-25
359,172484.54,0.26,Renovable,2011-12-26
360,154055.48,0.2,Renovable,2011-12-27
361,199755.39,0.26,Renovable,2011-12-28
362,306070.12,0.39,Renovable,2011-12-29
363,268552.86,0.34,Renovable,2011-12-30
364,261727.76,0.37,Renovable,2011-12-31
365,445385.87,0.71,No renovable,2011-01-01
366,420132.13,0.61,No renovable,2011-01-02
367,593427.67,0.7,No renovable,2011-01-03
368,600518.12,0.69,No renovable,2011-01-04
369,458975.73,0.55,No renovable,2011-01-05
370,355222.79,0.48,No renovable,2011-01-06
371,374160.46,0.47,No renovable,2011-01-07
372,349503.46,0.46,No renovable,2011-01-08
373,389378.29,0.56,No renovable,2011-01-09
374,509505.47,0.58,No renovable,2011-01-10
375,477302.6,0.52,No renovable,2011-01-11
376,520702.37,0.58,No renovable,2011-01-12
377,578782.04,0.66,No renovable,2011-01-13
378,566846.11,0.65,No renovable,2011-01-14
379,457219.17,0.62,No renovable,2011-01-15
380,392908.88,0.57,No renovable,2011-01-16
381,588133.84,0.69,No renovable,2011-01-17
382,632708.8,0.71,No renovable,2011-01-18
383,650779.71,0.72,No renovable,2011-01-19
384,566677.11,0.65,No renovable,2011-01-20
385,453803.17,0.51,No renovable,2011-01-21
386,376214.96,0.46,No renovable,2011-01-22
387,390901.51,0.5,No renovable,2011-01-23
388,533781.86,0.57,No renovable,2011-01-24
389,614262.9,0.64,No renovable,2011-01-25
390,691634.55,0.72,No renovable,2011-01-26
391,697130.66,0.73,No renovable,2011-01-27
392,664070.45,0.71,No renovable,2011-01-28
393,544952.94,0.68,No renovable,2011-01-29
394,489060.54,0.66,No renovable,2011-01-30
395,608064.89,0.68,No renovable,2011-01-31
396,610050.13,0.66,No renovable,2011-02-01
397,594347.93,0.64,No renovable,2011-02-02
398,626716.04,0.7,No renovable,2011-02-03
399,646143.07,0.73,No renovable,2011-02-04
400,583956.55,0.75,No renovable,2011-02-05
401,541742.63,0.76,No renovable,2011-02-06
402,638445.35,0.76,No renovable,2011-02-07
403,650330.06,0.77,No renovable,2011-02-08
404,636849.28,0.75,No renovable,2011-02-09
405,630070.41,0.73,No renovable,2011-02-10
406,628060.81,0.74,No renovable,2011-02-11
407,566533.02,0.75,No renovable,2011-02-12
408,438861.58,0.61,No renovable,2011-02-13
409,520964.23,0.6,No renovable,2011-02-14
410,596526.49,0.67,No renovable,2011-02-15
411,518115.1,0.58,No renovable,2011-02-16
412,510838.75,0.58,No renovable,2011-02-17
413,538980.88,0.63,No renovable,2011-02-18
414,520567.15,0.7,No renovable,2011-02-19
415,407056.84,0.58,No renovable,2011-02-20
416,441078.32,0.51,No renovable,2011-02-21
417,450144.22,0.52,No renovable,2011-02-22
418,526523.23,0.64,No renovable,2011-02-23
419,565141.5,0.69,No renovable,2011-02-24
420,547893.37,0.69,No renovable,2011-02-25
421,419563.18,0.58,No renovable,2011-02-26
422,356261.06,0.5,No renovable,2011-02-27
423,433862.96,0.52,No renovable,2011-02-28
424,498449.15,0.57,No renovable,2011-03-01
425,533167.97,0.59,No renovable,2011-03-02
426,590724.61,0.66,No renovable,2011-03-03
427,605150.68,0.68,No renovable,2011-03-04
428,502377.48,0.67,No renovable,2011-03-05
429,478141.91,0.7,No renovable,2011-03-06
430,521787.23,0.65,No renovable,2011-03-07
431,496966.8,0.57,No renovable,2011-03-08
432,549206.7,0.65,No renovable,2011-03-09
433,572416.36,0.69,No renovable,2011-03-10
434,553091.33,0.65,No renovable,2011-03-11
435,502924.88,0.67,No renovable,2011-03-12
436,470196.9,0.69,No renovable,2011-03-13
437,523539.77,0.63,No renovable,2011-03-14
438,527713.59,0.63,No renovable,2011-03-15
439,470943.32,0.53,No renovable,2011-03-16
440,493699.42,0.57,No renovable,2011-03-17
441,521626.09,0.64,No renovable,2011-03-18
442,426327.28,0.59,No renovable,2011-03-19
443,408006.25,0.6,No renovable,2011-03-20
444,507261.14,0.63,No renovable,2011-03-21
445,477733.26,0.59,No renovable,2011-03-22
446,458652.73,0.54,No renovable,2011-03-23
447,486526.53,0.56,No renovable,2011-03-24
448,549870.14,0.68,No renovable,2011-03-25
449,436112.72,0.61,No renovable,2011-03-26
450,321104.33,0.48,No renovable,2011-03-27
451,468154.59,0.58,No renovable,2011-03-28
452,508426.72,0.62,No renovable,2011-03-29
453,489390.53,0.59,No renovable,2011-03-30
454,516526.43,0.66,No renovable,2011-03-31
455,428139.49,0.56,No renovable,2011-04-01
456,397349.33,0.57,No renovable,2011-04-02
457,362621.79,0.58,No renovable,2011-04-03
458,489233.19,0.64,No renovable,2011-04-04
459,528808.53,0.67,No renovable,2011-04-05
460,481164.24,0.62,No renovable,2011-04-06
461,525366.46,0.67,No renovable,2011-04-07
462,535884.34,0.69,No renovable,2011-04-08
463,397891.77,0.59,No renovable,2011-04-09
464,330361.64,0.5,No renovable,2011-04-10
465,416773.19,0.54,No renovable,2011-04-11
466,437144.06,0.55,No renovable,2011-04-12
467,532446.9,0.68,No renovable,2011-04-13
468,541729.0,0.68,No renovable,2011-04-14
469,459935.98,0.6,No renovable,2011-04-15
470,390950.43,0.55,No renovable,2011-04-16
471,393780.56,0.61,No renovable,2011-04-17
472,469892.66,0.62,No renovable,2011-04-18
473,507462.08,0.66,No renovable,2011-04-19
474,485287.57,0.63,No renovable,2011-04-20
475,408348.25,0.6,No renovable,2011-04-21
476,394901.27,0.63,No renovable,2011-04-22
477,424321.74,0.69,No renovable,2011-04-23
478,357689.2,0.61,No renovable,2011-04-24
479,395512.75,0.61,No renovable,2011-04-25
480,460375.88,0.62,No renovable,2011-04-26
481,486215.02,0.65,No renovable,2011-04-27
482,523289.03,0.68,No renovable,2011-04-28
483,541400.33,0.71,No renovable,2011-04-29
484,455323.95,0.7,No renovable,2011-04-30
485,354355.6,0.63,No renovable,2011-05-01
486,457584.96,0.7,No renovable,2011-05-02
487,487896.45,0.67,No renovable,2011-05-03
488,528983.44,0.72,No renovable,2011-05-04
489,527851.64,0.72,No renovable,2011-05-05
490,429475.22,0.57,No renovable,2011-05-06
491,337049.84,0.51,No renovable,2011-05-07
492,331982.54,0.56,No renovable,2011-05-08
493,470068.43,0.67,No renovable,2011-05-09
494,458381.92,0.62,No renovable,2011-05-10
495,510684.65,0.67,No renovable,2011-05-11
496,519820.71,0.67,No renovable,2011-05-12
497,527700.29,0.7,No renovable,2011-05-13
498,355683.17,0.54,No renovable,2011-05-14
499,270431.21,0.43,No renovable,2011-05-15
500,399278.7,0.58,No renovable,2011-05-16
501,499209.89,0.7,No renovable,2011-05-17
502,500688.5,0.67,No renovable,2011-05-18
503,540028.11,0.73,No renovable,2011-05-19
504,548327.95,0.75,No renovable,2011-05-20
505,476890.49,0.75,No renovable,2011-05-21
506,391345.36,0.66,No renovable,2011-05-22
507,527333.41,0.73,No renovable,2011-05-23
508,530876.87,0.69,No renovable,2011-05-24
509,562363.62,0.74,No renovable,2011-05-25
510,570702.25,0.74,No renovable,2011-05-26
511,528403.77,0.68,No renovable,2011-05-27
512,480494.64,0.73,No renovable,2011-05-28
513,437009.56,0.73,No renovable,2011-05-29
514,549852.48,0.75,No renovable,2011-05-30
515,506386.21,0.65,No renovable,2011-05-31
516,422358.44,0.54,No renovable,2011-06-01
517,403941.31,0.53,No renovable,2011-06-02
518,498267.76,0.67,No renovable,2011-06-03
519,490511.82,0.73,No renovable,2011-06-04
520,453810.48,0.73,No renovable,2011-06-05
521,586792.12,0.78,No renovable,2011-06-06
522,537941.21,0.71,No renovable,2011-06-07
523,542601.82,0.71,No renovable,2011-06-08
524,599331.2,0.79,No renovable,2011-06-09
525,576765.31,0.76,No renovable,2011-06-10
526,506868.28,0.77,No renovable,2011-06-11
527,414532.84,0.7,No renovable,2011-06-12
528,489140.74,0.69,No renovable,2011-06-13
529,611827.1,0.78,No renovable,2011-06-14
530,612510.83,0.77,No renovable,2011-06-15
531,609616.9,0.76,No renovable,2011-06-16
532,569261.49,0.71,No renovable,2011-06-17
533,434778.13,0.64,No renovable,2011-06-18
534,447515.42,0.74,No renovable,2011-06-19
535,615392.26,0.77,No renovable,2011-06-20
536,650949.61,0.78,No renovable,2011-06-21
537,643642.32,0.77,No renovable,2011-06-22
538,551926.1,0.73,No renovable,2011-06-23
539,513144.12,0.68,No renovable,2011-06-24
540,486830.26,0.69,No renovable,2011-06-25
541,460350.32,0.7,No renovable,2011-06-26
542,621266.06,0.73,No renovable,2011-06-27
543,636438.17,0.75,No renovable,2011-06-28
544,549179.69,0.64,No renovable,2011-06-29
545,554312.14,0.65,No renovable,2011-06-30
546,618194.34,0.74,No renovable,2011-07-01
547,574772.5,0.78,No renovable,2011-07-02
548,473400.26,0.71,No renovable,2011-07-03
549,617511.6,0.78,No renovable,2011-07-04
550,668212.08,0.8,No renovable,2011-07-05
551,642709.9,0.75,No renovable,2011-07-06
552,614317.81,0.73,No renovable,2011-07-07
553,614824.28,0.74,No renovable,2011-07-08
554,560199.05,0.79,No renovable,2011-07-09
555,478452.24,0.74,No renovable,2011-07-10
556,643395.89,0.78,No renovable,2011-07-11
557,620381.81,0.73,No renovable,2011-07-12
558,550780.73,0.66,No renovable,2011-07-13
559,601720.67,0.76,No renovable,2011-07-14
560,633749.56,0.79,No renovable,2011-07-15
561,515828.27,0.72,No renovable,2011-07-16
562,396455.07,0.6,No renovable,2011-07-17
563,549433.8,0.72,No renovable,2011-07-18
564,508995.76,0.63,No renovable,2011-07-19
565,605873.07,0.76,No renovable,2011-07-20
566,616666.48,0.75,No renovable,2011-07-21
567,566000.0,0.7,No renovable,2011-07-22
568,448188.33,0.65,No renovable,2011-07-23
569,395274.92,0.63,No renovable,2011-07-24
570,535283.09,0.72,No renovable,2011-07-25
571,618629.01,0.75,No renovable,2011-07-26
572,578357.1,0.7,No renovable,2011-07-27
573,592748.07,0.7,No renovable,2011-07-28
574,626882.31,0.76,No renovable,2011-07-29
575,509428.8,0.71,No renovable,2011-07-30
576,482634.91,0.76,No renovable,2011-07-31
577,575243.66,0.74,No renovable,2011-08-01
578,590059.64,0.76,No renovable,2011-08-02
579,633264.0,0.81,No renovable,2011-08-03
580,627464.59,0.8,No renovable,2011-08-04
581,622105.26,0.79,No renovable,2011-08-05
582,467103.46,0.66,No renovable,2011-08-06
583,429291.22,0.68,No renovable,2011-08-07
584,519831.4,0.69,No renovable,2011-08-08
585,496075.03,0.64,No renovable,2011-08-09
586,541684.9,0.69,No renovable,2011-08-10
587,583720.87,0.75,No renovable,2011-08-11
588,601678.59,0.78,No renovable,2011-08-12
589,555102.58,0.8,No renovable,2011-08-13
590,460552.74,0.74,No renovable,2011-08-14
591,486935.07,0.77,No renovable,2011-08-15
592,623287.75,0.8,No renovable,2011-08-16
593,627469.24,0.78,No renovable,2011-08-17
594,619316.98,0.77,No renovable,2011-08-18
595,611308.08,0.75,No renovable,2011-08-19
596,532681.16,0.72,No renovable,2011-08-20
597,461781.99,0.7,No renovable,2011-08-21
598,593635.96,0.76,No renovable,2011-08-22
599,649361.37,0.82,No renovable,2011-08-23
600,651512.55,0.82,No renovable,2011-08-24
601,619404.73,0.76,No renovable,2011-08-25
602,567497.89,0.69,No renovable,2011-08-26
603,525505.3,0.76,No renovable,2011-08-27
604,472409.98,0.73,No renovable,2011-08-28
605,617426.84,0.81,No renovable,2011-08-29
606,650824.89,0.81,No renovable,2011-08-30
