,value,percentage,tipo_energia,fecha
1620,258234.46,0.41,Renovable,2013-06-08
1621,306708.35,0.49,Renovable,2013-06-09
1622,286633.41,0.41,Renovable,2013-06-10
1623,295221.77,0.4,Renovable,2013-06-11
1624,262165.42,0.35,Renovable,2013-06-12
1625,264515.66,0.35,Renovable,2013-06-13
1626,279167.37,0.37,Renovable,2013-06-14
1627,245384.0,0.37,Renovable,2013-06-15
1628,298588.09,0.47,Renovable,2013-06-16
1629,329769.86,0.47,Renovable,2013-06-17
1630,287903.56,0.4,Renovable,2013-06-18
1631,262291.71,0.37,Renovable,2013-06-19
1632,228567.49,0.32,Renovable,2013-06-20
1633,225258.05,0.32,Renovable,2013-06-21
1634,252035.44,0.39,Renovable,2013-06-22
1635,327507.88,0.5,Renovable,2013-06-23
1636,366129.44,0.5,Renovable,2013-06-24
1637,364901.37,0.49,Renovable,2013-06-25
1638,371471.82,0.49,Renovable,2013-06-26
1639,384963.68,0.5,Renovable,2013-06-27
1640,364888.38,0.48,Renovable,2013-06-28
1641,338492.21,0.49,Renovable,2013-06-29
1642,295065.39,0.45,Renovable,2013-06-30
1643,286422.59,0.39,Renovable,2013-07-01
1644,242907.62,0.32,Renovable,2013-07-02
1645,244476.08,0.31,Renovable,2013-07-03
1646,296519.47,0.36,Renovable,2013-07-04
1647,293170.51,0.36,Renovable,2013-07-05
1648,271661.99,0.37,Renovable,2013-07-06
1649,273892.5,0.39,Renovable,2013-07-07
1650,298021.39,0.37,Renovable,2013-07-08
1651,304231.57,0.36,Renovable,2013-07-09
1652,285167.26,0.34,Renovable,2013-07-10
1653,259431.62,0.31,Renovable,2013-07-11
1654,232117.32,0.28,Renovable,2013-07-12
1655,221450.67,0.3,Renovable,2013-07-13
1656,223054.01,0.33,Renovable,2013-07-14
1657,241921.22,0.3,Renovable,2013-07-15
1658,243712.59,0.29,Renovable,2013-07-16
1659,255744.0,0.3,Renovable,2013-07-17
1660,255454.7,0.3,Renovable,2013-07-18
1661,236429.9,0.29,Renovable,2013-07-19
1662,211719.57,0.28,Renovable,2013-07-20
1663,205889.33,0.3,Renovable,2013-07-21
1664,218049.54,0.27,Renovable,2013-07-22
1665,214943.9,0.26,Renovable,2013-07-23
1666,211965.33,0.25,Renovable,2013-07-24
1667,232358.03,0.28,Renovable,2013-07-25
1668,250963.7,0.3,Renovable,2013-07-26
1669,270691.5,0.38,Renovable,2013-07-27
1670,267265.35,0.4,Renovable,2013-07-28
1671,245089.95,0.32,Renovable,2013-07-29
1672,211218.36,0.27,Renovable,2013-07-30
1673,255575.77,0.32,Renovable,2013-07-31
1674,325791.59,0.4,Renovable,2013-08-01
1675,334472.27,0.42,Renovable,2013-08-02
1676,220710.98,0.32,Renovable,2013-08-03
1677,184205.77,0.29,Renovable,2013-08-04
1678,220098.8,0.29,Renovable,2013-08-05
1679,216490.86,0.28,Renovable,2013-08-06
1680,249643.97,0.33,Renovable,2013-08-07
1681,256060.38,0.34,Renovable,2013-08-08
1682,266034.61,0.36,Renovable,2013-08-09
1683,274287.22,0.4,Renovable,2013-08-10
1684,233999.61,0.36,Renovable,2013-08-11
1685,280334.18,0.37,Renovable,2013-08-12
1686,290767.6,0.38,Renovable,2013-08-13
1687,279179.27,0.37,Renovable,2013-08-14
1688,206963.63,0.31,Renovable,2013-08-15
1689,220272.24,0.31,Renovable,2013-08-16
1690,192596.08,0.29,Renovable,2013-08-17
1691,182526.59,0.29,Renovable,2013-08-18
1692,275372.6,0.36,Renovable,2013-08-19
1693,263536.94,0.33,Renovable,2013-08-20
1694,205763.82,0.26,Renovable,2013-08-21
1695,199850.39,0.26,Renovable,2013-08-22
1696,190603.1,0.25,Renovable,2013-08-23
1697,279373.69,0.39,Renovable,2013-08-24
1698,240734.64,0.38,Renovable,2013-08-25
1699,263045.28,0.35,Renovable,2013-08-26
1700,252136.98,0.33,Renovable,2013-08-27
1701,255918.81,0.33,Renovable,2013-08-28
1702,234214.5,0.31,Renovable,2013-08-29
1703,218616.62,0.29,Renovable,2013-08-30
1704,259711.58,0.38,Renovable,2013-08-31
1705,283777.8,0.45,Renovable,2013-09-01
1706,236117.34,0.31,Renovable,2013-09-02
1707,219666.55,0.28,Renovable,2013-09-03
1708,241738.62,0.3,Renovable,2013-09-04
1709,229667.91,0.29,Renovable,2013-09-05
1710,186998.94,0.24,Renovable,2013-09-06
1711,180671.51,0.27,Renovable,2013-09-07
1712,150430.86,0.25,Renovable,2013-09-08
1713,166449.85,0.23,Renovable,2013-09-09
1714,234492.96,0.3,Renovable,2013-09-10
1715,306661.68,0.4,Renovable,2013-09-11
1716,268655.21,0.34,Renovable,2013-09-12
1717,223446.67,0.29,Renovable,2013-09-13
1718,174053.54,0.26,Renovable,2013-09-14
1719,213520.71,0.33,Renovable,2013-09-15
1720,204677.15,0.27,Renovable,2013-09-16
1721,244798.86,0.31,Renovable,2013-09-17
1722,212516.38,0.27,Renovable,2013-09-18
1723,253692.39,0.32,Renovable,2013-09-19
1724,239959.34,0.31,Renovable,2013-09-20
1725,196011.4,0.29,Renovable,2013-09-21
1726,168512.65,0.27,Renovable,2013-09-22
1727,196465.5,0.26,Renovable,2013-09-23
1728,184869.05,0.25,Renovable,2013-09-24
1729,200998.36,0.27,Renovable,2013-09-25
1730,226226.21,0.3,Renovable,2013-09-26
1731,234951.59,0.32,Renovable,2013-09-27
1732,279572.81,0.43,Renovable,2013-09-28
1733,294524.46,0.47,Renovable,2013-09-29
1734,261729.75,0.36,Renovable,2013-09-30
1735,260587.92,0.34,Renovable,2013-10-01
1736,190336.26,0.26,Renovable,2013-10-02
1737,283609.17,0.36,Renovable,2013-10-03
1738,185960.01,0.25,Renovable,2013-10-04
1739,164190.87,0.25,Renovable,2013-10-05
1740,188209.02,0.3,Renovable,2013-10-06
1741,168463.33,0.23,Renovable,2013-10-07
1742,187461.42,0.25,Renovable,2013-10-08
1743,243792.9,0.32,Renovable,2013-10-09
1744,234623.22,0.3,Renovable,2013-10-10
1745,220427.06,0.29,Renovable,2013-10-11
1746,148844.78,0.23,Renovable,2013-10-12
1747,140757.15,0.24,Renovable,2013-10-13
1748,155795.39,0.22,Renovable,2013-10-14
1749,268634.06,0.35,Renovable,2013-10-15
1750,246001.1,0.32,Renovable,2013-10-16
1751,155390.89,0.21,Renovable,2013-10-17
1752,248061.14,0.34,Renovable,2013-10-18
1753,264698.25,0.41,Renovable,2013-10-19
1754,215912.17,0.36,Renovable,2013-10-20
1755,259109.14,0.37,Renovable,2013-10-21
1756,347066.41,0.47,Renovable,2013-10-22
1757,262363.58,0.37,Renovable,2013-10-23
1758,303267.01,0.43,Renovable,2013-10-24
1759,290609.13,0.4,Renovable,2013-10-25
1760,241443.41,0.38,Renovable,2013-10-26
1761,272418.02,0.44,Renovable,2013-10-27
1762,281149.93,0.4,Renovable,2013-10-28
1763,283573.86,0.39,Renovable,2013-10-29
1764,261048.65,0.35,Renovable,2013-10-30
1765,222512.5,0.31,Renovable,2013-10-31
1766,244142.49,0.38,Renovable,2013-11-01
1767,265869.79,0.42,Renovable,2013-11-02
1768,236056.15,0.4,Renovable,2013-11-03
1769,401126.92,0.54,Renovable,2013-11-04
1770,420177.88,0.55,Renovable,2013-11-05
1771,280316.27,0.37,Renovable,2013-11-06
1772,267352.41,0.36,Renovable,2013-11-07
1773,315398.13,0.43,Renovable,2013-11-08
1774,318208.43,0.48,Renovable,2013-11-09
1775,332804.59,0.51,Renovable,2013-11-10
1776,352308.39,0.48,Renovable,2013-11-11
1777,310023.67,0.41,Renovable,2013-11-12
1778,357260.39,0.48,Renovable,2013-11-13
1779,394764.24,0.52,Renovable,2013-11-14
1780,406097.48,0.52,Renovable,2013-11-15
1781,324112.52,0.47,Renovable,2013-11-16
1782,280882.58,0.42,Renovable,2013-11-17
1783,368079.32,0.46,Renovable,2013-11-18
1784,418701.44,0.5,Renovable,2013-11-19
1785,352667.49,0.42,Renovable,2013-11-20
1786,413620.14,0.47,Renovable,2013-11-21
1787,376851.08,0.44,Renovable,2013-11-22
1788,383655.81,0.51,Renovable,2013-11-23
1789,395825.29,0.55,Renovable,2013-11-24
1790,417515.33,0.5,Renovable,2013-11-25
1791,407409.14,0.48,Renovable,2013-11-26
1792,370838.82,0.43,Renovable,2013-11-27
1793,295541.03,0.34,Renovable,2013-11-28
1794,320521.73,0.37,Renovable,2013-11-29
1795,363220.91,0.45,Renovable,2013-11-30
1796,356069.38,0.48,Renovable,2013-12-01
1797,308386.16,0.37,Renovable,2013-12-02
1798,238763.65,0.29,Renovable,2013-12-03
1799,231676.45,0.28,Renovable,2013-12-04
1800,280626.23,0.33,Renovable,2013-12-05
1801,278873.15,0.37,Renovable,2013-12-06
1802,172094.24,0.24,Renovable,2013-12-07
1803,134318.37,0.2,Renovable,2013-12-08
1804,189992.43,0.24,Renovable,2013-12-09
1805,226581.44,0.28,Renovable,2013-12-10
1806,280234.69,0.33,Renovable,2013-12-11
1807,197045.05,0.23,Renovable,2013-12-12
1808,214795.66,0.26,Renovable,2013-12-13
1809,213963.21,0.28,Renovable,2013-12-14
1810,204793.26,0.28,Renovable,2013-12-15
1811,284040.86,0.34,Renovable,2013-12-16
1812,189860.19,0.23,Renovable,2013-12-17
1813,244296.92,0.3,Renovable,2013-12-18
1814,316850.76,0.39,Renovable,2013-12-19
1815,334817.3,0.4,Renovable,2013-12-20
1816,214719.94,0.29,Renovable,2013-12-21
1817,195592.56,0.28,Renovable,2013-12-22
1818,263466.51,0.35,Renovable,2013-12-23
1819,360085.09,0.5,Renovable,2013-12-24
1820,394317.83,0.58,Renovable,2013-12-25
1821,432249.35,0.56,Renovable,2013-12-26
1822,395052.17,0.53,Renovable,2013-12-27
1823,392403.68,0.55,Renovable,2013-12-28
1824,296395.77,0.46,Renovable,2013-12-29
1825,280611.37,0.4,Renovable,2013-12-30
1826,336106.52,0.47,Renovable,2013-12-31
1827,361783.84,0.59,No renovable,2013-01-01
1828,424205.64,0.57,No renovable,2013-01-02
1829,512724.4,0.68,No renovable,2013-01-03
1830,546563.11,0.73,No renovable,2013-01-04
1831,469639.96,0.67,No renovable,2013-01-05
1832,464198.57,0.72,No renovable,2013-01-06
1833,573051.86,0.77,No renovable,2013-01-07
1834,624587.98,0.77,No renovable,2013-01-08
1835,583339.24,0.7,No renovable,2013-01-09
1836,564166.62,0.67,No renovable,2013-01-10
1837,594314.96,0.73,No renovable,2013-01-11
1838,455726.05,0.61,No renovable,2013-01-12
1839,394887.15,0.53,No renovable,2013-01-13
1840,508593.86,0.6,No renovable,2013-01-14
1841,499027.23,0.57,No renovable,2013-01-15
1842,457447.53,0.51,No renovable,2013-01-16
1843,462148.89,0.52,No renovable,2013-01-17
1844,428257.04,0.5,No renovable,2013-01-18
1845,376977.18,0.48,No renovable,2013-01-19
1846,343818.7,0.45,No renovable,2013-01-20
1847,431940.31,0.5,No renovable,2013-01-21
1848,470008.3,0.53,No renovable,2013-01-22
1849,413548.09,0.46,No renovable,2013-01-23
1850,427326.34,0.49,No renovable,2013-01-24
1851,498024.22,0.6,No renovable,2013-01-25
1852,362973.68,0.46,No renovable,2013-01-26
1853,342779.28,0.47,No renovable,2013-01-27
1854,439788.54,0.52,No renovable,2013-01-28
1855,488069.01,0.6,No renovable,2013-01-29
1856,474505.03,0.58,No renovable,2013-01-30
1857,494354.25,0.62,No renovable,2013-01-31
1858,393566.96,0.47,No renovable,2013-02-01
1859,329561.28,0.41,No renovable,2013-02-02
1860,355500.83,0.48,No renovable,2013-02-03
1861,472295.43,0.59,No renovable,2013-02-04
1862,438025.04,0.54,No renovable,2013-02-05
1863,378556.59,0.43,No renovable,2013-02-06
1864,425145.77,0.49,No renovable,2013-02-07
1865,403743.36,0.47,No renovable,2013-02-08
1866,390708.17,0.5,No renovable,2013-02-09
1867,340936.6,0.45,No renovable,2013-02-10
1868,403475.15,0.47,No renovable,2013-02-11
1869,439582.01,0.51,No renovable,2013-02-12
1870,480670.11,0.56,No renovable,2013-02-13
1871,529415.37,0.65,No renovable,2013-02-14
1872,528599.3,0.67,No renovable,2013-02-15
1873,504834.45,0.72,No renovable,2013-02-16
1874,443525.04,0.66,No renovable,2013-02-17
1875,541402.61,0.7,No renovable,2013-02-18
1876,539042.52,0.66,No renovable,2013-02-19
1877,571293.31,0.72,No renovable,2013-02-20
1878,501968.64,0.6,No renovable,2013-02-21
1879,473895.78,0.56,No renovable,2013-02-22
1880,350834.4,0.44,No renovable,2013-02-23
1881,350950.96,0.48,No renovable,2013-02-24
1882,510938.33,0.59,No renovable,2013-02-25
1883,604579.75,0.68,No renovable,2013-02-26
1884,576309.42,0.63,No renovable,2013-02-27
1885,524189.33,0.6,No renovable,2013-02-28
1886,520537.18,0.59,No renovable,2013-03-01
1887,461342.89,0.62,No renovable,2013-03-02
1888,417654.45,0.61,No renovable,2013-03-03
1889,414164.67,0.5,No renovable,2013-03-04
1890,489709.94,0.6,No renovable,2013-03-05
1891,437924.42,0.55,No renovable,2013-03-06
1892,386775.71,0.46,No renovable,2013-03-07
1893,393004.6,0.48,No renovable,2013-03-08
1894,350085.1,0.47,No renovable,2013-03-09
1895,322149.95,0.46,No renovable,2013-03-10
1896,370371.58,0.45,No renovable,2013-03-11
1897,420995.98,0.52,No renovable,2013-03-12
1898,393928.66,0.45,No renovable,2013-03-13
1899,417054.16,0.47,No renovable,2013-03-14
1900,465583.26,0.57,No renovable,2013-03-15
1901,384196.04,0.51,No renovable,2013-03-16
1902,370763.01,0.54,No renovable,2013-03-17
1903,393442.5,0.47,No renovable,2013-03-18
1904,490458.09,0.63,No renovable,2013-03-19
1905,450389.33,0.56,No renovable,2013-03-20
1906,406634.35,0.52,No renovable,2013-03-21
1907,399067.9,0.5,No renovable,2013-03-22
1908,390576.96,0.57,No renovable,2013-03-23
1909,344615.57,0.5,No renovable,2013-03-24
1910,361887.21,0.45,No renovable,2013-03-25
1911,402004.15,0.52,No renovable,2013-03-26
1912,395771.55,0.52,No renovable,2013-03-27
1913,354253.82,0.5,No renovable,2013-03-28
1914,345508.33,0.55,No renovable,2013-03-29
1915,299582.58,0.45,No renovable,2013-03-30
1916,289348.32,0.49,No renovable,2013-03-31
1917,324949.19,0.48,No renovable,2013-04-01
1918,356784.5,0.47,No renovable,2013-04-02
1919,410530.33,0.53,No renovable,2013-04-03
1920,409815.48,0.51,No renovable,2013-04-04
1921,373088.78,0.47,No renovable,2013-04-05
1922,307498.97,0.41,No renovable,2013-04-06
1923,312861.37,0.46,No renovable,2013-04-07
1924,340314.15,0.44,No renovable,2013-04-08
1925,341347.62,0.43,No renovable,2013-04-09
1926,340299.89,0.43,No renovable,2013-04-10
1927,326373.05,0.42,No renovable,2013-04-11
1928,347949.72,0.46,No renovable,2013-04-12
1929,311151.35,0.45,No renovable,2013-04-13
1930,295351.05,0.47,No renovable,2013-04-14
1931,398952.54,0.55,No renovable,2013-04-15
1932,419807.7,0.59,No renovable,2013-04-16
1933,385226.9,0.53,No renovable,2013-04-17
1934,367045.1,0.51,No renovable,2013-04-18
1935,321179.68,0.42,No renovable,2013-04-19
1936,307609.45,0.44,No renovable,2013-04-20
1937,316037.84,0.49,No renovable,2013-04-21
1938,349622.96,0.49,No renovable,2013-04-22
1939,365757.2,0.52,No renovable,2013-04-23
1940,383281.01,0.54,No renovable,2013-04-24
1941,388603.2,0.56,No renovable,2013-04-25
1942,374414.52,0.54,No renovable,2013-04-26
1943,325526.74,0.47,No renovable,2013-04-27
1944,312557.39,0.46,No renovable,2013-04-28
1945,366747.38,0.48,No renovable,2013-04-29
1946,412277.9,0.57,No renovable,2013-04-30
1947,338510.86,0.58,No renovable,2013-05-01
1948,378872.71,0.56,No renovable,2013-05-02
1949,380363.8,0.55,No renovable,2013-05-03
1950,360221.7,0.58,No renovable,2013-05-04
1951,342659.31,0.6,No renovable,2013-05-05
1952,408769.22,0.61,No renovable,2013-05-06
1953,392380.22,0.54,No renovable,2013-05-07
1954,469217.46,0.65,No renovable,2013-05-08
1955,454408.65,0.62,No renovable,2013-05-09
1956,435458.41,0.6,No renovable,2013-05-10
1957,347100.24,0.56,No renovable,2013-05-11
1958,307319.88,0.49,No renovable,2013-05-12
1959,397559.71,0.58,No renovable,2013-05-13
1960,427607.88,0.61,No renovable,2013-05-14
1961,381665.58,0.54,No renovable,2013-05-15
1962,369901.95,0.53,No renovable,2013-05-16
1963,368108.3,0.54,No renovable,2013-05-17
1964,303925.62,0.46,No renovable,2013-05-18
1965,320592.1,0.53,No renovable,2013-05-19
1966,449449.91,0.65,No renovable,2013-05-20
1967,441201.82,0.61,No renovable,2013-05-21
1968,379813.87,0.5,No renovable,2013-05-22
1969,363482.32,0.47,No renovable,2013-05-23
1970,387214.75,0.52,No renovable,2013-05-24
1971,333288.87,0.51,No renovable,2013-05-25
1972,333840.81,0.58,No renovable,2013-05-26
1973,406711.71,0.6,No renovable,2013-05-27
1974,376216.12,0.52,No renovable,2013-05-28
1975,336584.6,0.47,No renovable,2013-05-29
1976,311008.9,0.44,No renovable,2013-05-30
1977,301079.35,0.42,No renovable,2013-05-31
1978,285852.93,0.43,No renovable,2013-06-01
1979,290294.44,0.44,No renovable,2013-06-02
1980,350955.42,0.49,No renovable,2013-06-03
1981,435216.19,0.61,No renovable,2013-06-04
1982,464156.12,0.65,No renovable,2013-06-05
1983,461529.17,0.65,No renovable,2013-06-06
1984,450392.31,0.64,No renovable,2013-06-07
1985,376294.18,0.59,No renovable,2013-06-08
1986,319778.5,0.51,No renovable,2013-06-09
1987,410467.84,0.59,No renovable,2013-06-10
1988,446554.25,0.6,No renovable,2013-06-11
1989,482305.5,0.65,No renovable,2013-06-12
1990,492737.19,0.65,No renovable,2013-06-13
1991,472639.57,0.63,No renovable,2013-06-14
1992,412355.26,0.63,No renovable,2013-06-15
1993,334979.66,0.53,No renovable,2013-06-16
1994,374668.66,0.53,No renovable,2013-06-17
1995,424728.07,0.6,No renovable,2013-06-18
1996,452303.15,0.63,No renovable,2013-06-19
1997,479223.66,0.68,No renovable,2013-06-20
1998,471717.01,0.68,No renovable,2013-06-21
1999,387232.13,0.61,No renovable,2013-06-22
2000,323409.22,0.5,No renovable,2013-06-23
2001,360479.08,0.5,No renovable,2013-06-24
2002,385248.95,0.51,No renovable,2013-06-25
2003,383426.32,0.51,No renovable,2013-06-26
2004,385487.29,0.5,No renovable,2013-06-27
2005,388241.42,0.52,No renovable,2013-06-28
2006,349632.34,0.51,No renovable,2013-06-29
2007,357839.58,0.55,No renovable,2013-06-30
2008,455827.44,0.61,No renovable,2013-07-01
2009,505848.45,0.68,No renovable,2013-07-02
2010,531770.15,0.69,No renovable,2013-07-03
2011,521198.11,0.64,No renovable,2013-07-04
2012,520717.09,0.64,No renovable,2013-07-05
2013,462148.4,0.63,No renovable,2013-07-06
2014,420492.4,0.61,No renovable,2013-07-07
2015,508660.68,0.63,No renovable,2013-07-08
2016,529447.44,0.64,No renovable,2013-07-09
2017,552603.64,0.66,No renovable,2013-07-10
2018,564765.87,0.69,No renovable,2013-07-11
2019,595062.53,0.72,No renovable,2013-07-12
2020,524224.14,0.7,No renovable,2013-07-13
2021,456314.43,0.67,No renovable,2013-07-14
2022,567324.91,0.7,No renovable,2013-07-15
2023,597865.93,0.71,No renovable,2013-07-16
2024,593175.07,0.7,No renovable,2013-07-17
2025,584250.76,0.7,No renovable,2013-07-18
2026,592900.81,0.71,No renovable,2013-07-19
2027,531906.94,0.72,No renovable,2013-07-20
2028,481170.02,0.7,No renovable,2013-07-21
2029,581799.19,0.73,No renovable,2013-07-22
2030,616289.93,0.74,No renovable,2013-07-23
2031,621856.98,0.75,No renovable,2013-07-24
2032,607048.5,0.72,No renovable,2013-07-25
2033,579108.51,0.7,No renovable,2013-07-26
2034,449471.71,0.62,No renovable,2013-07-27
2035,397321.33,0.6,No renovable,2013-07-28
2036,523371.43,0.68,No renovable,2013-07-29
2037,569161.63,0.73,No renovable,2013-07-30
2038,535939.01,0.68,No renovable,2013-07-31
2039,491142.71,0.6,No renovable,2013-08-01
2040,469260.29,0.58,No renovable,2013-08-02
2041,463175.96,0.68,No renovable,2013-08-03
2042,449249.51,0.71,No renovable,2013-08-04
2043,532088.66,0.71,No renovable,2013-08-05
2044,559497.47,0.72,No renovable,2013-08-06
2045,514161.94,0.67,No renovable,2013-08-07
2046,493254.35,0.66,No renovable,2013-08-08
2047,479249.39,0.64,No renovable,2013-08-09
2048,409839.44,0.6,No renovable,2013-08-10
2049,410382.55,0.64,No renovable,2013-08-11
2050,469958.03,0.63,No renovable,2013-08-12
2051,474330.31,0.62,No renovable,2013-08-13
2052,480519.63,0.63,No renovable,2013-08-14
2053,466376.98,0.69,No renovable,2013-08-15
2054,488049.46,0.69,No renovable,2013-08-16
2055,472866.24,0.71,No renovable,2013-08-17
2056,454661.06,0.71,No renovable,2013-08-18
2057,500180.51,0.64,No renovable,2013-08-19
2058,536836.79,0.67,No renovable,2013-08-20
2059,586329.15,0.74,No renovable,2013-08-21
2060,582982.53,0.74,No renovable,2013-08-22
2061,570368.98,0.75,No renovable,2013-08-23
2062,433940.92,0.61,No renovable,2013-08-24
2063,399626.19,0.62,No renovable,2013-08-25
2064,491365.46,0.65,No renovable,2013-08-26
2065,515560.12,0.67,No renovable,2013-08-27
2066,518654.55,0.67,No renovable,2013-08-28
2067,525745.44,0.69,No renovable,2013-08-29
2068,535410.2,0.71,No renovable,2013-08-30
2069,428661.74,0.62,No renovable,2013-08-31
2070,353740.57,0.55,No renovable,2013-09-01
2071,520719.45,0.69,No renovable,2013-09-02
2072,572975.99,0.72,No renovable,2013-09-03
2073,574743.26,0.7,No renovable,2013-09-04
2074,571703.66,0.71,No renovable,2013-09-05
2075,590997.23,0.76,No renovable,2013-09-06
2076,489466.17,0.73,No renovable,2013-09-07
2077,453772.96,0.75,No renovable,2013-09-08
2078,561598.31,0.77,No renovable,2013-09-09
2079,548853.38,0.7,No renovable,2013-09-10
2080,467515.36,0.6,No renovable,2013-09-11
2081,511970.15,0.66,No renovable,2013-09-12
2082,555231.74,0.71,No renovable,2013-09-13
2083,502712.81,0.74,No renovable,2013-09-14
2084,441567.54,0.67,No renovable,2013-09-15
2085,546172.88,0.73,No renovable,2013-09-16
2086,541391.18,0.69,No renovable,2013-09-17
2087,567006.2,0.73,No renovable,2013-09-18
2088,543010.88,0.68,No renovable,2013-09-19
2089,535220.23,0.69,No renovable,2013-09-20
2090,486972.08,0.71,No renovable,2013-09-21
2091,458746.85,0.73,No renovable,2013-09-22
2092,544986.62,0.74,No renovable,2013-09-23
2093,560812.63,0.75,No renovable,2013-09-24
2094,545923.77,0.73,No renovable,2013-09-25
2095,516291.25,0.7,No renovable,2013-09-26
2096,506864.12,0.68,No renovable,2013-09-27
2097,376683.95,0.57,No renovable,2013-09-28
2098,338253.08,0.53,No renovable,2013-09-29
2099,462364.06,0.64,No renovable,2013-09-30
2100,496639.4,0.66,No renovable,2013-10-01
2101,543503.14,0.74,No renovable,2013-10-02
2102,501338.39,0.64,No renovable,2013-10-03
2103,569213.77,0.75,No renovable,2013-10-04
2104,504004.66,0.75,No renovable,2013-10-05
2105,438333.58,0.7,No renovable,2013-10-06
2106,551218.12,0.77,No renovable,2013-10-07
2107,559917.37,0.75,No renovable,2013-10-08
2108,509441.86,0.68,No renovable,2013-10-09
2109,536907.01,0.7,No renovable,2013-10-10
2110,541469.38,0.71,No renovable,2013-10-11
2111,486262.13,0.77,No renovable,2013-10-12
2112,453947.38,0.76,No renovable,2013-10-13
2113,549637.1,0.78,No renovable,2013-10-14
2114,491351.63,0.65,No renovable,2013-10-15
2115,525319.02,0.68,No renovable,2013-10-16
2116,576835.0,0.79,No renovable,2013-10-17
2117,486647.95,0.66,No renovable,2013-10-18
2118,383274.59,0.59,No renovable,2013-10-19
2119,378912.71,0.64,No renovable,2013-10-20
2120,435954.64,0.63,No renovable,2013-10-21
2121,393233.04,0.53,No renovable,2013-10-22
2122,456027.38,0.63,No renovable,2013-10-23
2123,409169.04,0.57,No renovable,2013-10-24
2124,429592.17,0.6,No renovable,2013-10-25
2125,390694.87,0.62,No renovable,2013-10-26
2126,349117.7,0.56,No renovable,2013-10-27
2127,422537.76,0.6,No renovable,2013-10-28
2128,438260.31,0.61,No renovable,2013-10-29
2129,478611.63,0.65,No renovable,2013-10-30
2130,494186.48,0.69,No renovable,2013-10-31
2131,394690.96,0.62,No renovable,2013-11-01
2132,361897.47,0.58,No renovable,2013-11-02
2133,358177.85,0.6,No renovable,2013-11-03
2134,342501.15,0.46,No renovable,2013-11-04
2135,349104.98,0.45,No renovable,2013-11-05
2136,471331.83,0.63,No renovable,2013-11-06
2137,471944.16,0.64,No renovable,2013-11-07
2138,422633.64,0.57,No renovable,2013-11-08
2139,340914.89,0.52,No renovable,2013-11-09
2140,317039.62,0.49,No renovable,2013-11-10
2141,382527.88,0.52,No renovable,2013-11-11
2142,437396.17,0.59,No renovable,2013-11-12
2143,387397.46,0.52,No renovable,2013-11-13
2144,370031.13,0.48,No renovable,2013-11-14
2145,375690.18,0.48,No renovable,2013-11-15
2146,370211.46,0.53,No renovable,2013-11-16
2147,384345.84,0.58,No renovable,2013-11-17
2148,440543.16,0.54,No renovable,2013-11-18
2149,413306.61,0.5,No renovable,2013-11-19
2150,490371.77,0.58,No renovable,2013-11-20
2151,458785.33,0.53,No renovable,2013-11-21
2152,474935.21,0.56,No renovable,2013-11-22
2153,363470.35,0.49,No renovable,2013-11-23
2154,326337.68,0.45,No renovable,2013-11-24
2155,420794.81,0.5,No renovable,2013-11-25
2156,448972.11,0.52,No renovable,2013-11-26
2157,495278.45,0.57,No renovable,2013-11-27
2158,563482.62,0.66,No renovable,2013-11-28
2159,553183.13,0.63,No renovable,2013-11-29
2160,439345.21,0.55,No renovable,2013-11-30
2161,389152.68,0.52,No renovable,2013-12-01
2162,535841.86,0.63,No renovable,2013-12-02
2163,590391.43,0.71,No renovable,2013-12-03
2164,588749.85,0.72,No renovable,2013-12-04
2165,569325.04,0.67,No renovable,2013-12-05
2166,472777.46,0.63,No renovable,2013-12-06
2167,554126.24,0.76,No renovable,2013-12-07
2168,553283.68,0.8,No renovable,2013-12-08
2169,610660.43,0.76,No renovable,2013-12-09
2170,596558.55,0.72,No renovable,2013-12-10
2171,560239.88,0.67,No renovable,2013-12-11
2172,644190.75,0.77,No renovable,2013-12-12
2173,625784.58,0.74,No renovable,2013-12-13
2174,539687.61,0.72,No renovable,2013-12-14
2175,518316.93,0.72,No renovable,2013-12-15
2176,557032.08,0.66,No renovable,2013-12-16
2177,644374.38,0.77,No renovable,2013-12-17
2178,583348.83,0.7,No renovable,2013-12-18
2179,504912.31,0.61,No renovable,2013-12-19
2180,505867.5,0.6,No renovable,2013-12-20
2181,513999.74,0.71,No renovable,2013-12-21
2182,500577.98,0.72,No renovable,2013-12-22
2183,490862.87,0.65,No renovable,2013-12-23
2184,366938.58,0.5,No renovable,2013-12-24
2185,282137.46,0.42,No renovable,2013-12-25
2186,335885.05,0.44,No renovable,2013-12-26
2187,350229.06,0.47,No renovable,2013-12-27
2188,325181.87,0.45,No renovable,2013-12-28
2189,351837.46,0.54,No renovable,2013-12-29
2190,415739.75,0.6,No renovable,2013-12-30
2191,371582.09,0.53,No renovable,2013-12-31
2192,352887.17,0.54,Renovable,2014-01-01
2193,377346.58,0.51,Renovable,2014-01-02
2194,374646.35,0.5,Renovable,2014-01-03
2195,444833.17,0.59,Renovable,2014-01-04
2196,404412.79,0.58,Renovable,2014-01-05
2197,343183.67,0.52,Renovable,2014-01-06
2198,334546.91,0.44,Renovable,2014-01-07
2199,349600.74,0.44,Renovable,2014-01-08
2200,264923.63,0.34,Renovable,2014-01-09
2201,245535.21,0.31,Renovable,2014-01-10
