,value,percentage,tipo_energia,fecha
962,275372.6,0.36,Renovable,2013-08-19
963,263536.94,0.33,Renovable,2013-08-20
964,205763.82,0.26,Renovable,2013-08-21
965,199850.39,0.26,Renovable,2013-08-22
966,190603.1,0.25,Renovable,2013-08-23
967,279373.69,0.39,Renovable,2013-08-24
968,240734.64,0.38,Renovable,2013-08-25
969,263045.28,0.35,Renovable,2013-08-26
970,252136.98,0.33,Renovable,2013-08-27
971,255918.81,0.33,Renovable,2013-08-28
972,234214.5,0.31,Renovable,2013-08-29
973,218616.62,0.29,Renovable,2013-08-30
974,259711.58,0.38,Renovable,2013-08-31
975,283777.8,0.45,Renovable,2013-09-01
976,236117.34,0.31,Renovable,2013-09-02
977,219666.55,0.28,Renovable,2013-09-03
978,241738.62,0.3,Renovable,2013-09-04
979,229667.91,0.29,Renovable,2013-09-05
980,186998.94,0.24,Renovable,2013-09-06
981,180671.51,0.27,Renovable,2013-09-07
982,150430.86,0.25,Renovable,2013-09-08
983,166449.85,0.23,Renovable,2013-09-09
984,234492.96,0.3,Renovable,2013-09-10
985,306661.68,0.4,Renovable,2013-09-11
986,268655.21,0.34,Renovable,2013-09-12
987,223446.67,0.29,Renovable,2013-09-13
988,174053.54,0.26,Renovable,2013-09-14
989,213520.71,0.33,Renovable,2013-09-15
990,204677.15,0.27,Renovable,2013-09-16
991,244798.86,0.31,Renovable,2013-09-17
992,212516.38,0.27,Renovable,2013-09-18
993,253692.39,0.32,Renovable,2013-09-19
994,239959.34,0.31,Renovable,2013-09-20
995,196011.4,0.29,Renovable,2013-09-21
996,168512.65,0.27,Renovable,2013-09-22
997,196465.5,0.26,Renovable,2013-09-23
998,184869.05,0.25,Renovable,2013-09-24
999,200998.36,0.27,Renovable,2013-09-25
1000,226226.21,0.3,Renovable,2013-09-26
1001,234951.59,0.32,Renovable,2013-09-27
1002,279572.81,0.43,Renovable,2013-09-28
1003,294524.46,0.47,Renovable,2013-09-29
1004,261729.75,0.36,Renovable,2013-09-30
1005,260587.92,0.34,Renovable,2013-10-01
1006,190336.26,0.26,Renovable,2013-10-02
1007,283609.17,0.36,Renovable,2013-10-03
1008,185960.01,0.25,Renovable,2013-10-04
1009,164190.87,0.25,Renovable,2013-10-05
1010,188209.02,0.3,Renovable,2013-10-06
1011,168463.33,0.23,Renovable,2013-10-07
1012,187461.42,0.25,Renovable,2013-10-08
1013,243792.9,0.32,Renovable,2013-10-09
1014,234623.22,0.3,Renovable,2013-10-10
1015,220427.06,0.29,Renovable,2013-10-11
1016,148844.78,0.23,Renovable,2013-10-12
1017,140757.15,0.24,Renovable,2013-10-13
1018,155795.39,0.22,Renovable,2013-10-14
1019,268634.06,0.35,Renovable,2013-10-15
1020,246001.1,0.32,Renovable,2013-10-16
1021,155390.89,0.21,Renovable,2013-10-17
1022,248061.14,0.34,Renovable,2013-10-18
1023,264698.25,0.41,Renovable,2013-10-19
1024,215912.17,0.36,Renovable,2013-10-20
1025,259109.14,0.37,Renovable,2013-10-21
1026,347066.41,0.47,Renovable,2013-10-22
1027,262363.58,0.37,Renovable,2013-10-23
1028,303267.01,0.43,Renovable,2013-10-24
1029,290609.13,0.4,Renovable,2013-10-25
1030,241443.41,0.38,Renovable,2013-10-26
1031,272418.02,0.44,Renovable,2013-10-27
1032,281149.93,0.4,Renovable,2013-10-28
1033,283573.86,0.39,Renovable,2013-10-29
1034,261048.65,0.35,Renovable,2013-10-30
1035,222512.5,0.31,Renovable,2013-10-31
1036,244142.49,0.38,Renovable,2013-11-01
1037,265869.79,0.42,Renovable,2013-11-02
1038,236056.15,0.4,Renovable,2013-11-03
1039,401126.92,0.54,Renovable,2013-11-04
1040,420177.88,0.55,Renovable,2013-11-05
1041,280316.27,0.37,Renovable,2013-11-06
1042,267352.41,0.36,Renovable,2013-11-07
1043,315398.13,0.43,Renovable,2013-11-08
1044,318208.43,0.48,Renovable,2013-11-09
1045,332804.59,0.51,Renovable,2013-11-10
1046,352308.39,0.48,Renovable,2013-11-11
1047,310023.67,0.41,Renovable,2013-11-12
1048,357260.39,0.48,Renovable,2013-11-13
1049,394764.24,0.52,Renovable,2013-11-14
1050,406097.48,0.52,Renovable,2013-11-15
1051,324112.52,0.47,Renovable,2013-11-16
1052,280882.58,0.42,Renovable,2013-11-17
1053,368079.32,0.46,Renovable,2013-11-18
1054,418701.44,0.5,Renovable,2013-11-19
1055,352667.49,0.42,Renovable,2013-11-20
1056,413620.14,0.47,Renovable,2013-11-21
1057,376851.08,0.44,Renovable,2013-11-22
1058,383655.81,0.51,Renovable,2013-11-23
1059,395825.29,0.55,Renovable,2013-11-24
1060,417515.33,0.5,Renovable,2013-11-25
1061,407409.14,0.48,Renovable,2013-11-26
1062,370838.82,0.43,Renovable,2013-11-27
1063,295541.03,0.34,Renovable,2013-11-28
1064,320521.73,0.37,Renovable,2013-11-29
1065,363220.91,0.45,Renovable,2013-11-30
1066,356069.38,0.48,Renovable,2013-12-01
1067,308386.16,0.37,Renovable,2013-12-02
1068,238763.65,0.29,Renovable,2013-12-03
1069,231676.45,0.28,Renovable,2013-12-04
1070,280626.23,0.33,Renovable,2013-12-05
1071,278873.15,0.37,Renovable,2013-12-06
1072,172094.24,0.24,Renovable,2013-12-07
1073,134318.37,0.2,Renovable,2013-12-08
1074,189992.43,0.24,Renovable,2013-12-09
1075,226581.44,0.28,Renovable,2013-12-10
1076,280234.69,0.33,Renovable,2013-12-11
1077,197045.05,0.23,Renovable,2013-12-12
1078,214795.66,0.26,Renovable,2013-12-13
1079,213963.21,0.28,Renovable,2013-12-14
1080,204793.26,0.28,Renovable,2013-12-15
1081,284040.86,0.34,Renovable,2013-12-16
1082,189860.19,0.23,Renovable,2013-12-17
1083,244296.92,0.3,Renovable,2013-12-18
1084,316850.76,0.39,Renovable,2013-12-19
1085,334817.3,0.4,Renovable,2013-12-20
1086,214719.94,0.29,Renovable,2013-12-21
1087,195592.56,0.28,Renovable,2013-12-22
1088,263466.51,0.35,Renovable,2013-12-23
1089,360085.09,0.5,Renovable,2013-12-24
1090,394317.83,0.58,Renovable,2013-12-25
1091,432249.35,0.56,Renovable,2013-12-26
1092,395052.17,0.53,Renovable,2013-12-27
1093,392403.68,0.55,Renovable,2013-12-28
1094,296395.77,0.46,Renovable,2013-12-29
1095,280611.37,0.4,Renovable,2013-12-30
1096,336106.52,0.47,Renovable,2013-12-31
1097,361783.84,0.59,No renovable,2013-01-01
1098,424205.64,0.57,No renovable,2013-01-02
1099,512724.4,0.68,No renovable,2013-01-03
1100,546563.11,0.73,No renovable,2013-01-04
1101,469639.96,0.67,No renovable,2013-01-05
1102,464198.57,0.72,No renovable,2013-01-06
1103,573051.86,0.77,No renovable,2013-01-07
1104,624587.98,0.77,No renovable,2013-01-08
1105,583339.24,0.7,No renovable,2013-01-09
1106,564166.62,0.67,No renovable,2013-01-10
1107,594314.96,0.73,No renovable,2013-01-11
1108,455726.05,0.61,No renovable,2013-01-12
1109,394887.15,0.53,No renovable,2013-01-13
1110,508593.86,0.6,No renovable,2013-01-14
1111,499027.23,0.57,No renovable,2013-01-15
1112,457447.53,0.51,No renovable,2013-01-16
1113,462148.89,0.52,No renovable,2013-01-17
1114,428257.04,0.5,No renovable,2013-01-18
1115,376977.18,0.48,No renovable,2013-01-19
1116,343818.7,0.45,No renovable,2013-01-20
1117,431940.31,0.5,No renovable,2013-01-21
1118,470008.3,0.53,No renovable,2013-01-22
1119,413548.09,0.46,No renovable,2013-01-23
1120,427326.34,0.49,No renovable,2013-01-24
1121,498024.22,0.6,No renovable,2013-01-25
1122,362973.68,0.46,No renovable,2013-01-26
1123,342779.28,0.47,No renovable,2013-01-27
1124,439788.54,0.52,No renovable,2013-01-28
1125,488069.01,0.6,No renovable,2013-01-29
1126,474505.03,0.58,No renovable,2013-01-30
1127,494354.25,0.62,No renovable,2013-01-31
1128,393566.96,0.47,No renovable,2013-02-01
1129,329561.28,0.41,No renovable,2013-02-02
1130,355500.83,0.48,No renovable,2013-02-03
1131,472295.43,0.59,No renovable,2013-02-04
1132,438025.04,0.54,No renovable,2013-02-05
1133,378556.59,0.43,No renovable,2013-02-06
1134,425145.77,0.49,No renovable,2013-02-07
1135,403743.36,0.47,No renovable,2013-02-08
1136,390708.17,0.5,No renovable,2013-02-09
1137,340936.6,0.45,No renovable,2013-02-10
1138,403475.15,0.47,No renovable,2013-02-11
1139,439582.01,0.51,No renovable,2013-02-12
1140,480670.11,0.56,No renovable,2013-02-13
1141,529415.37,0.65,No renovable,2013-02-14
1142,528599.3,0.67,No renovable,2013-02-15
1143,504834.45,0.72,No renovable,2013-02-16
1144,443525.04,0.66,No renovable,2013-02-17
1145,541402.61,0.7,No renovable,2013-02-18
1146,539042.52,0.66,No renovable,2013-02-19
1147,571293.31,0.72,No renovable,2013-02-20
1148,501968.64,0.6,No renovable,2013-02-21
1149,473895.78,0.56,No renovable,2013-02-22
1150,350834.4,0.44,No renovable,2013-02-23
1151,350950.96,0.48,No renovable,2013-02-24
1152,510938.33,0.59,No renovable,2013-02-25
1153,604579.75,0.68,No renovable,2013-02-26
1154,576309.42,0.63,No renovable,2013-02-27
1155,524189.33,0.6,No renovable,2013-02-28
1156,520537.18,0.59,No renovable,2013-03-01
1157,461342.89,0.62,No renovable,2013-03-02
1158,417654.45,0.61,No renovable,2013-03-03
1159,414164.67,0.5,No renovable,2013-03-04
1160,489709.94,0.6,No renovable,2013-03-05
1161,437924.42,0.55,No renovable,2013-03-06
1162,386775.71,0.46,No renovable,2013-03-07
1163,393004.6,0.48,No renovable,2013-03-08
1164,350085.1,0.47,No renovable,2013-03-09
1165,322149.95,0.46,No renovable,2013-03-10
1166,370371.58,0.45,No renovable,2013-03-11
1167,420995.98,0.52,No renovable,2013-03-12
1168,393928.66,0.45,No renovable,2013-03-13
1169,417054.16,0.47,No renovable,2013-03-14
1170,465583.26,0.57,No renovable,2013-03-15
1171,384196.04,0.51,No renovable,2013-03-16
1172,370763.01,0.54,No renovable,2013-03-17
1173,393442.5,0.47,No renovable,2013-03-18
1174,490458.09,0.63,No renovable,2013-03-19
1175,450389.33,0.56,No renovable,2013-03-20
1176,406634.35,0.52,No renovable,2013-03-21
1177,399067.9,0.5,No renovable,2013-03-22
1178,390576.96,0.57,No renovable,2013-03-23
1179,344615.57,0.5,No renovable,2013-03-24
1180,361887.21,0.45,No renovable,2013-03-25
1181,402004.15,0.52,No renovable,2013-03-26
1182,395771.55,0.52,No renovable,2013-03-27
1183,354253.82,0.5,No renovable,2013-03-28
1184,345508.33,0.55,No renovable,2013-03-29
1185,299582.58,0.45,No renovable,2013-03-30
1186,289348.32,0.49,No renovable,2013-03-31
1187,324949.19,0.48,No renovable,2013-04-01
1188,356784.5,0.47,No renovable,2013-04-02
1189,410530.33,0.53,No renovable,2013-04-03
1190,409815.48,0.51,No renovable,2013-04-04
1191,373088.78,0.47,No renovable,2013-04-05
1192,307498.97,0.41,No renovable,2013-04-06
1193,312861.37,0.46,No renovable,2013-04-07
1194,340314.15,0.44,No renovable,2013-04-08
1195,341347.62,0.43,No renovable,2013-04-09
1196,340299.89,0.43,No renovable,2013-04-10
1197,326373.05,0.42,No renovable,2013-04-11
1198,347949.72,0.46,No renovable,2013-04-12
1199,311151.35,0.45,No renovable,2013-04-13
1200,295351.05,0.47,No renovable,2013-04-14
1201,398952.54,0.55,No renovable,2013-04-15
1202,419807.7,0.59,No renovable,2013-04-16
1203,385226.9,0.53,No renovable,2013-04-17
1204,367045.1,0.51,No renovable,2013-04-18
1205,321179.68,0.42,No renovable,2013-04-19
1206,307609.45,0.44,No renovable,2013-04-20
1207,316037.84,0.49,No renovable,2013-04-21
1208,349622.96,0.49,No renovable,2013-04-22
1209,365757.2,0.52,No renovable,2013-04-23
1210,383281.01,0.54,No renovable,2013-04-24
1211,388603.2,0.56,No renovable,2013-04-25
1212,374414.52,0.54,No renovable,2013-04-26
1213,325526.74,0.47,No renovable,2013-04-27
1214,312557.39,0.46,No renovable,2013-04-28
1215,366747.38,0.48,No renovable,2013-04-29
1216,412277.9,0.57,No renovable,2013-04-30
1217,338510.86,0.58,No renovable,2013-05-01
1218,378872.71,0.56,No renovable,2013-05-02
1219,380363.8,0.55,No renovable,2013-05-03
1220,360221.7,0.58,No renovable,2013-05-04
1221,342659.31,0.6,No renovable,2013-05-05
1222,408769.22,0.61,No renovable,2013-05-06
1223,392380.22,0.54,No renovable,2013-05-07
1224,469217.46,0.65,No renovable,2013-05-08
1225,454408.65,0.62,No renovable,2013-05-09
1226,435458.41,0.6,No renovable,2013-05-10
1227,347100.24,0.56,No renovable,2013-05-11
1228,307319.88,0.49,No renovable,2013-05-12
1229,397559.71,0.58,No renovable,2013-05-13
1230,427607.88,0.61,No renovable,2013-05-14
1231,381665.58,0.54,No renovable,2013-05-15
1232,369901.95,0.53,No renovable,2013-05-16
1233,368108.3,0.54,No renovable,2013-05-17
1234,303925.62,0.46,No renovable,2013-05-18
1235,320592.1,0.53,No renovable,2013-05-19
1236,449449.91,0.65,No renovable,2013-05-20
1237,441201.82,0.61,No renovable,2013-05-21
1238,379813.87,0.5,No renovable,2013-05-22
1239,363482.32,0.47,No renovable,2013-05-23
1240,387214.75,0.52,No renovable,2013-05-24
1241,333288.87,0.51,No renovable,2013-05-25
1242,333840.81,0.58,No renovable,2013-05-26
1243,406711.71,0.6,No renovable,2013-05-27
1244,376216.12,0.52,No renovable,2013-05-28
1245,336584.6,0.47,No renovable,2013-05-29
1246,311008.9,0.44,No renovable,2013-05-30
1247,301079.35,0.42,No renovable,2013-05-31
1248,285852.93,0.43,No renovable,2013-06-01
1249,290294.44,0.44,No renovable,2013-06-02
1250,350955.42,0.49,No renovable,2013-06-03
1251,435216.19,0.61,No renovable,2013-06-04
1252,464156.12,0.65,No renovable,2013-06-05
1253,461529.17,0.65,No renovable,2013-06-06
1254,450392.31,0.64,No renovable,2013-06-07
1255,376294.18,0.59,No renovable,2013-06-08
1256,319778.5,0.51,No renovable,2013-06-09
1257,410467.84,0.59,No renovable,2013-06-10
1258,446554.25,0.6,No renovable,2013-06-11
1259,482305.5,0.65,No renovable,2013-06-12
1260,492737.19,0.65,No renovable,2013-06-13
1261,472639.57,0.63,No renovable,2013-06-14
1262,412355.26,0.63,No renovable,2013-06-15
1263,334979.66,0.53,No renovable,2013-06-16
1264,374668.66,0.53,No renovable,2013-06-17
1265,424728.07,0.6,No renovable,2013-06-18
1266,452303.15,0.63,No renovable,2013-06-19
1267,479223.66,0.68,No renovable,2013-06-20
1268,471717.01,0.68,No renovable,2013-06-21
1269,387232.13,0.61,No renovable,2013-06-22
1270,323409.22,0.5,No renovable,2013-06-23
1271,360479.08,0.5,No renovable,2013-06-24
1272,385248.95,0.51,No renovable,2013-06-25
1273,383426.32,0.51,No renovable,2013-06-26
1274,385487.29,0.5,No renovable,2013-06-27
1275,388241.42,0.52,No renovable,2013-06-28
1276,349632.34,0.51,No renovable,2013-06-29
1277,357839.58,0.55,No renovable,2013-06-30
1278,455827.44,0.61,No renovable,2013-07-01
1279,505848.45,0.68,No renovable,2013-07-02
1280,531770.15,0.69,No renovable,2013-07-03
1281,521198.11,0.64,No renovable,2013-07-04
1282,520717.09,0.64,No renovable,2013-07-05
1283,462148.4,0.63,No renovable,2013-07-06
1284,420492.4,0.61,No renovable,2013-07-07
1285,508660.68,0.63,No renovable,2013-07-08
1286,529447.44,0.64,No renovable,2013-07-09
1287,552603.64,0.66,No renovable,2013-07-10
1288,564765.87,0.69,No renovable,2013-07-11
1289,595062.53,0.72,No renovable,2013-07-12
1290,524224.14,0.7,No renovable,2013-07-13
1291,456314.43,0.67,No renovable,2013-07-14
1292,567324.91,0.7,No renovable,2013-07-15
1293,597865.93,0.71,No renovable,2013-07-16
1294,593175.07,0.7,No renovable,2013-07-17
1295,584250.76,0.7,No renovable,2013-07-18
1296,592900.81,0.71,No renovable,2013-07-19
1297,531906.94,0.72,No renovable,2013-07-20
1298,481170.02,0.7,No renovable,2013-07-21
1299,581799.19,0.73,No renovable,2013-07-22
1300,616289.93,0.74,No renovable,2013-07-23
1301,621856.98,0.75,No renovable,2013-07-24
1302,607048.5,0.72,No renovable,2013-07-25
1303,579108.51,0.7,No renovable,2013-07-26
1304,449471.71,0.62,No renovable,2013-07-27
1305,397321.33,0.6,No renovable,2013-07-28
1306,523371.43,0.68,No renovable,2013-07-29
1307,569161.63,0.73,No renovable,2013-07-30
1308,535939.01,0.68,No renovable,2013-07-31
1309,491142.71,0.6,No renovable,2013-08-01
1310,469260.29,0.58,No renovable,2013-08-02
1311,463175.96,0.68,No renovable,2013-08-03
1312,449249.51,0.71,No renovable,2013-08-04
1313,532088.66,0.71,No renovable,2013-08-05
1314,559497.47,0.72,No renovable,2013-08-06
1315,514161.94,0.67,No renovable,2013-08-07
1316,493254.35,0.66,No renovable,2013-08-08
1317,479249.39,0.64,No renovable,2013-08-09
1318,409839.44,0.6,No renovable,2013-08-10
1319,410382.55,0.64,No renovable,2013-08-11
1320,469958.03,0.63,No renovable,2013-08-12
1321,474330.31,0.62,No renovable,2013-08-13
1322,480519.63,0.63,No renovable,2013-08-14
1323,466376.98,0.69,No renovable,2013-08-15
1324,488049.46,0.69,No renovable,2013-08-16
1325,472866.24,0.71,No renovable,2013-08-17
1326,454661.06,0.71,No renovable,2013-08-18
1327,500180.51,0.64,No renovable,2013-08-19
1328,536836.79,0.67,No renovable,2013-08-20
1329,586329.15,0.74,No renovable,2013-08-21
1330,582982.53,0.74,No renovable,2013-08-22
1331,570368.98,0.75,No renovable,2013-08-23
1332,433940.92,0.61,No renovable,2013-08-24
1333,399626.19,0.62,No renovable,2013-08-25
1334,491365.46,0.65,No renovable,2013-08-26
1335,515560.12,0.67,No renovable,2013-08-27
1336,518654.55,0.67,No renovable,2013-08-28
1337,525745.44,0.69,No renovable,2013-08-29
1338,535410.2,0.71,No renovable,2013-08-30
1339,428661.74,0.62,No renovable,2013-08-31
1340,353740.57,0.55,No renovable,2013-09-01
1341,520719.45,0.69,No renovable,2013-09-02
1342,572975.99,0.72,No renovable,2013-09-03
1343,574743.26,0.7,No renovable,2013-09-04
1344,571703.66,0.71,No renovable,2013-09-05
1345,590997.23,0.76,No renovable,2013-09-06
1346,489466.17,0.73,No renovable,2013-09-07
1347,453772.96,0.75,No renovable,2013-09-08
1348,561598.31,0.77,No renovable,2013-09-09
1349,548853.38,0.7,No renovable,2013-09-10
1350,467515.36,0.6,No renovable,2013-09-11
1351,511970.15,0.66,No renovable,2013-09-12
1352,555231.74,0.71,No renovable,2013-09-13
1353,502712.81,0.74,No renovable,2013-09-14
1354,441567.54,0.67,No renovable,2013-09-15
1355,546172.88,0.73,No renovable,2013-09-16
1356,541391.18,0.69,No renovable,2013-09-17
1357,567006.2,0.73,No renovable,2013-09-18
1358,543010.88,0.68,No renovable,2013-09-19
1359,535220.23,0.69,No renovable,2013-09-20
1360,486972.08,0.71,No renovable,2013-09-21
1361,458746.85,0.73,No renovable,2013-09-22
1362,544986.62,0.74,No renovable,2013-09-23
1363,560812.63,0.75,No renovable,2013-09-24
1364,545923.77,0.73,No renovable,2013-09-25
1365,516291.25,0.7,No renovable,2013-09-26
1366,506864.12,0.68,No renovable,2013-09-27
1367,376683.95,0.57,No renovable,2013-09-28
1368,338253.08,0.53,No renovable,2013-09-29
1369,462364.06,0.64,No renovable,2013-09-30
1370,496639.4,0.66,No renovable,2013-10-01
1371,543503.14,0.74,No renovable,2013-10-02
1372,501338.39,0.64,No renovable,2013-10-03
1373,569213.77,0.75,No renovable,2013-10-04
1374,504004.66,0.75,No renovable,2013-10-05
1375,438333.58,0.7,No renovable,2013-10-06
1376,551218.12,0.77,No renovable,2013-10-07
1377,559917.37,0.75,No renovable,2013-10-08
1378,509441.86,0.68,No renovable,2013-10-09
1379,536907.01,0.7,No renovable,2013-10-10
1380,541469.38,0.71,No renovable,2013-10-11
1381,486262.13,0.77,No renovable,2013-10-12
1382,453947.38,0.76,No renovable,2013-10-13
1383,549637.1,0.78,No renovable,2013-10-14
1384,491351.63,0.65,No renovable,2013-10-15
1385,525319.02,0.68,No renovable,2013-10-16
1386,576835.0,0.79,No renovable,2013-10-17
1387,486647.95,0.66,No renovable,2013-10-18
1388,383274.59,0.59,No renovable,2013-10-19
1389,378912.71,0.64,No renovable,2013-10-20
1390,435954.64,0.63,No renovable,2013-10-21
1391,393233.04,0.53,No renovable,2013-10-22
1392,456027.38,0.63,No renovable,2013-10-23
1393,409169.04,0.57,No renovable,2013-10-24
1394,429592.17,0.6,No renovable,2013-10-25
1395,390694.87,0.62,No renovable,2013-10-26
1396,349117.7,0.56,No renovable,2013-10-27
1397,422537.76,0.6,No renovable,2013-10-28
1398,438260.31,0.61,No renovable,2013-10-29
1399,478611.63,0.65,No renovable,2013-10-30
1400,494186.48,0.69,No renovable,2013-10-31
1401,394690.96,0.62,No renovable,2013-11-01
1402,361897.47,0.58,No renovable,2013-11-02
1403,358177.85,0.6,No renovable,2013-11-03
1404,342501.15,0.46,No renovable,2013-11-04
1405,349104.98,0.45,No renovable,2013-11-05
1406,471331.83,0.63,No renovable,2013-11-06
1407,471944.16,0.64,No renovable,2013-11-07
1408,422633.64,0.57,No renovable,2013-11-08
1409,340914.89,0.52,No renovable,2013-11-09
1410,317039.62,0.49,No renovable,2013-11-10
1411,382527.88,0.52,No renovable,2013-11-11
1412,437396.17,0.59,No renovable,2013-11-12
1413,387397.46,0.52,No renovable,2013-11-13
1414,370031.13,0.48,No renovable,2013-11-14
1415,375690.18,0.48,No renovable,2013-11-15
1416,370211.46,0.53,No renovable,2013-11-16
1417,384345.84,0.58,No renovable,2013-11-17
1418,440543.16,0.54,No renovable,2013-11-18
1419,413306.61,0.5,No renovable,2013-11-19
1420,490371.77,0.58,No renovable,2013-11-20
1421,458785.33,0.53,No renovable,2013-11-21
1422,474935.21,0.56,No renovable,2013-11-22
1423,363470.35,0.49,No renovable,2013-11-23
1424,326337.68,0.45,No renovable,2013-11-24
1425,420794.81,0.5,No renovable,2013-11-25
1426,448972.11,0.52,No renovable,2013-11-26
1427,495278.45,0.57,No renovable,2013-11-27
1428,563482.62,0.66,No renovable,2013-11-28
1429,553183.13,0.63,No renovable,2013-11-29
1430,439345.21,0.55,No renovable,2013-11-30
1431,389152.68,0.52,No renovable,2013-12-01
1432,535841.86,0.63,No renovable,2013-12-02
1433,590391.43,0.71,No renovable,2013-12-03
1434,588749.85,0.72,No renovable,2013-12-04
1435,569325.04,0.67,No renovable,2013-12-05
1436,472777.46,0.63,No renovable,2013-12-06
1437,554126.24,0.76,No renovable,2013-12-07
1438,553283.68,0.8,No renovable,2013-12-08
1439,610660.43,0.76,No renovable,2013-12-09
1440,596558.55,0.72,No renovable,2013-12-10
1441,560239.88,0.67,No renovable,2013-12-11
1442,644190.75,0.77,No renovable,2013-12-12
1443,625784.58,0.74,No renovable,2013-12-13
1444,539687.61,0.72,No renovable,2013-12-14
1445,518316.93,0.72,No renovable,2013-12-15
1446,557032.08,0.66,No renovable,2013-12-16
1447,644374.38,0.77,No renovable,2013-12-17
1448,583348.83,0.7,No renovable,2013-12-18
1449,504912.31,0.61,No renovable,2013-12-19
1450,505867.5,0.6,No renovable,2013-12-20
1451,513999.74,0.71,No renovable,2013-12-21
1452,500577.98,0.72,No renovable,2013-12-22
1453,490862.87,0.65,No renovable,2013-12-23
1454,366938.58,0.5,No renovable,2013-12-24
1455,282137.46,0.42,No renovable,2013-12-25
1456,335885.05,0.44,No renovable,2013-12-26
1457,350229.06,0.47,No renovable,2013-12-27
1458,325181.87,0.45,No renovable,2013-12-28
1459,351837.46,0.54,No renovable,2013-12-29
1460,415739.75,0.6,No renovable,2013-12-30
1461,371582.09,0.53,No renovable,2013-12-31
